"A2012","Adj2012"
170.640656131822,0.653795617363303
174.401732016549,0.668205869795206
177.475658004279,0.679983364001069
182.99979041765,0.701148622289846
180.568757646137,0.691834320483282
182.014670282558,0.697374215641985
185.387129518738,0.710295515397462
169.003470537193,0.647522875621428
163.358177636908,0.625893400907694
158.994646343697,0.609174890205737
170.487121052548,0.653207360354589
171.403409048269,0.656718042330531
172.745311116742,0.661859429566061
176.346236176483,0.675656077304533
176.467637770783,0.676121217512579
167.588033238325,0.642099744208142
169.446657505761,0.64922090998376
159.212844331939,0.610010897823521
170.913696673899,0.654841749708424
173.975239635838,0.666571799371026
173.483213655047,0.664686642356502
180.73361393496,0.692465953773794
179.760890468843,0.688739043941926
162.866895655876,0.624011094466957
172.589506531896,0.661262477133699
180.882684455297,0.693037105192707
184.653954145298,0.707486414349803
188.069368212099,0.720572292000377
184.022500986989,0.705067053589997
184.356484694168,0.706346684651985
180.175696057107,0.690328337383553
191.018272903312,0.731870777407326
187.554398467156,0.71859922784351
190.10244233976,0.728361848045056
193.987216828311,0.743246041487783
192.117132839588,0.736080968734052
181.215446584497,0.694312055879298
194.473664257312,0.745109824740659
194.624450736648,0.745687550715128
198.567012059105,0.760793149651743
198.211574122425,0.759431318476725
198.861116807856,0.761919987769563
196.79025709159,0.753985659354753
194.273907487356,0.744344473131631
191.691967351221,0.734451982188586
177.149878748068,0.678735167617118
198.188335106297,0.759342280100755
200.817294304744,0.769414920707831
200.428078393245,0.76792367200477
200.462086713686,0.768053972083087
204.080774825415,0.781918677492013
203.222235997723,0.778629256696257
202.952349841697,0.777595210121445
200.154967650648,0.766877270692139
197.933378781451,0.758365435944258
194.80526313448,0.746380318522911
199.633970227554,0.764881111982965
156.934889533256,0.601283101659986
199.270254319562,0.763487564442766
201.714508130199,0.772852521571642
206.216799400076,0.790102679693776
207.223367029397,0.793959260649031
207.107965965904,0.793517110980475
205.061676293943,0.785676920666449
199.520802940029,0.764447520843024
200.461335238795,0.768051092868945
199.473733975426,0.764267179982474
203.071875400287,0.778053162453207
169.878122118976,0.650874031107189
206.408253729969,0.79083622118762
205.640880859327,0.787896095246462
202.879888636882,0.777317580984224
202.578034697789,0.776161052481949
200.596643094741,0.768569513772953
205.702193601581,0.788131009967744
204.373267572866,0.783039339359639
206.013390641386,0.789323335790751
203.246395003886,0.77872181993826
203.458551466369,0.779534679947774
176.205318853567,0.675116164189913
200.08614996741,0.766613601407701
200.378762785271,0.767734723315216
200.871616293679,0.769623050933637
200.282797360664,0.76736703969603
201.531980643835,0.772153182543429
195.310548314873,0.74831627706848
195.844809513153,0.750363254839665
196.813678514935,0.754075396608948
195.559939688627,0.749271799573283
200.222565352886,0.767136265719871
176.006595911428,0.674354773607004
199.899140306573,0.765897089297215
198.751282570413,0.761499166936448
193.680376553786,0.742070408252055
196.431011562474,0.752609239702964
195.23398373918,0.748022926203756
196.427448550022,0.752595588314259
196.2018108488,0.751731076049044
194.914984181961,0.746800705678013
195.895959942478,0.750559233496084
185.684013623454,0.711433002388711
178.692033515634,0.684643806573309
189.875124605883,0.727490898873116
186.576160716405,0.714851190484309
195.203514103469,0.747906184304478
190.396961373267,0.729490273460794
183.455449076686,0.702894440906841
181.105569592801,0.693891071236787
188.958716373082,0.723979756218706
187.449959493032,0.718199078517362
188.489451626511,0.722181806998128
187.556833151175,0.71860855613477
179.554275204395,0.687947414576227
189.901585364727,0.727592281090908
188.192406568996,0.721043703329488
190.996359776851,0.731786819068394
187.832986516943,0.719666615007446
187.287441784327,0.717576405303934
170.895488472066,0.654771986483011
176.246837151318,0.675275238127657
181.182161636237,0.694184527341903
183.318034010097,0.702367946398839
185.058371733248,0.709035907023938
185.897989948693,0.712252835052465
187.712883946711,0.719206451903106
180.551996852386,0.691770102882705
176.655029356017,0.67683919293493
177.938346083127,0.681756115261022
171.312348998038,0.65636915324919
165.145234182198,0.632740360851332
161.134887678107,0.617375048575122
181.3846423116,0.694960315370114
176.891679508427,0.677745898499721
173.864639500211,0.666148044062111
172.408235703285,0.660567952886149
177.5601173122,0.680306962881992
185.583197020473,0.711046731879206
186.163835232274,0.71327139935737
180.759313379823,0.69256441907978
177.395116115924,0.679674774390515
177.779545852014,0.681147685256757
189.210340930925,0.724943834984387
187.436333886814,0.718146873129556
185.992212473226,0.712613840893585
184.798882370426,0.708041694905846
186.187360835366,0.713361535767687
182.332377158634,0.698591483366412
195.573375538247,0.749323277924318
195.169939592848,0.74777754633275
194.486267250621,0.745158112071347
189.046007116253,0.724314203510547
187.68681046447,0.719106553503716
184.887341004259,0.708380616874554
188.279610901552,0.721377819546177
199.781887465076,0.76544784469378
197.16698725854,0.755429069956091
195.114035466437,0.747563354277535
195.814533336816,0.750247254164046
191.200799621944,0.732570113494037
188.386939304612,0.721789039481273
188.187158841755,0.721023597094847
195.342552733197,0.748438899360907
196.472823795551,0.752769439829695
193.278509628903,0.740530688233343
194.233992417394,0.744191541829096
198.696537995487,0.761289417607231
195.871699022099,0.750466279778157
194.680286172386,0.745901479587685
192.723263261828,0.738403307516581
190.725202194211,0.730747901127247
192.164926896027,0.73626408772424
186.871695093884,0.715983506106835
198.764144023659,0.761548444535093
189.27942920329,0.725208541008775
188.861294697934,0.723606493095534
178.627024195413,0.684394728718058
190.900872007827,0.731420965547229
183.62647414119,0.703549709353219
188.69188645656,0.722957419373792
188.693659980744,0.722964214485607
184.184764224377,0.705688751817537
174.977185715957,0.670410673241214
195.890383101323,0.750537866288595
167.346341925188,0.641173723851296
185.19404184026,0.709555715863065
184.130813633598,0.705482044573172
178.596646505752,0.684278339102499
193.044234342063,0.739633081770357
169.491724052777,0.649393578746272
183.591250067284,0.703414751215646
180.293211486542,0.690778588071044
186.219266501919,0.713483779700841
183.831382433371,0.704334798595289
178.730277901913,0.684790336788941
149.137505246502,0.571408066078551
163.033290090466,0.624648621036269
180.816682660291,0.692784224752072
182.63828572944,0.699763546856091
187.610464802291,0.718814041388089
188.334131023075,0.72158670890067
191.57456102602,0.73400214952498
164.280334996984,0.629426570869671
164.427114011439,0.629988942572563
171.341542750214,0.656481006705802
178.198403692497,0.682752504568956
183.792204612623,0.704184692002388
183.356778615563,0.702516393163078
186.569409876086,0.714825325195732
188.187341536306,0.721024297073971
192.968924039205,0.739344536548679
169.476511092008,0.649335291540262
175.013934620733,0.670551473642655
187.357195375996,0.717843660444428
189.722932142255,0.72690778598565
173.981572039934,0.666596061455684
170.78876189298,0.654363072386895
176.008677517389,0.674362749108769
177.6312771574,0.680579605967051
182.556939723152,0.699451876333914
179.912280478799,0.689319082294249
165.966119180998,0.635885514103441
184.678895272132,0.707581974222728
183.734354221678,0.703963042994936
159.661941847259,0.611731577958846
186.161930072466,0.713264099894507
