"","mean_priv_2012","mean_priv_2017","mean_priv_2012_adj","mean_priv_2017_adj","mean_diff","mean_diff_pct","lower_ci_mean_adj_2012","upper_ci_mean_adj_2012","lower_ci_mean_adj_2017","upper_ci_mean_adj_2017","lower_ci_pct_change","upper_ci_pct_change"
"1",186.537966357391,174.820396126137,0.714704851944026,0.571308484072342,-0.143396367871684,-20.0593914685868,0.703524393942211,0.726478887535865,0.562955686481876,0.579819423585998,-21.6529026070478,-18.5418142984206
