"ID_COMUNA_D","k","empsit","factor_expansion","empcom","fe_empcom","sum_fe_empcom","emp"
11,88,546.22366116,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,1003.35728701866
11,89,85.77346437,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,157.557126554548
11,105,1543.08725153,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,2834.49427115663
11,106,85.77346437,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,157.557126554548
11,94,460.82890237,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,846.495804081087
11,78,982.18148652,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,1804.16745327697
11,96,412.84128144,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,758.347427197244
11,97,1246.94147366,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,2290.50461019129
11,98,273.83310662,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,503.00355420461
11,99,94.0472973,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,172.755315780296
11,113,935.92407823,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,1719.1973009628
11,115,512.10766916,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,940.689681034004
11,117,509.03596977,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,935.047281801532
11,118,362.102049,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,665.144619947385
11,104,318.23707341,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,584.569123071884
11,417,1354.68665456,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,2488.42154437824
11,107,1949.197734882,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,3580.47790712831
11,95,4130.17295952,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,7586.70747946222
11,637,72.80460358,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,133.734648871427
11,112,342.4378302,85.55478861,16218.238011652,1387547.92471355,33624563.8886228,629.023450855939
12,229,271.96164102,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,529.335671886884
12,233,362.23287529,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,705.036128264314
12,230,426.95737537,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,831.013404356974
12,231,642.30512196,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,1250.15797085913
12,228,658.73272559,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,1282.1320263633
12,237,317.771708316,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,618.498623913373
12,238,421.70536012,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,820.791083993366
12,239,898.27305716,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,1748.36410924108
12,240,206.73586437,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,402.382730369545
12,243,763.23815531,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,1485.53737297465
12,244,568.46615494,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,1106.44064707636
12,245,2568.80921336,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,4999.83139461619
12,246,429.76621557,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,836.480422826613
12,247,9596.5565079,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,18678.3682722966
12,248,4361.08714625,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,8488.25218902004
12,249,1687.37499063,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,3284.24174468255
12,250,3133.738615626,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,6099.38824239656
12,252,12728.733148536,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,24774.7163466838
12,253,765.33710336,90.65311489,81469.43410994,7385457.97039168,33624563.8886228,1489.62268468307
