"","mean_2012","mean_adj_2012","mean_2017","mean_adj_2017"
"1",186.757354461716,0.715545419393548,177.023026495353,0.578506622533832
"2",187.533554881874,0.718519367363501,175.75175361862,0.574352136008563
"3",185.190500465682,0.709542147378093,175.57119875508,0.573762087434903
"4",187.905236702107,0.719943435640258,175.280117652479,0.572810842001566
"5",186.155648773395,0.713240033614539,174.754125967274,0.571091914925733
"6",187.847759578843,0.719723216777178,175.836625614247,0.574629495471396
"7",186.475172061317,0.71446426077133,174.11613843131,0.569006988337616
"8",187.76716267285,0.719414416371073,173.324570999917,0.566420166666396
"9",187.74309343115,0.719322197054217,175.207570503647,0.57257375981584
"10",186.777979926276,0.715624444161976,175.182252134624,0.572491020047791
"11",186.980207441619,0.716399262228424,174.611143630317,0.570624652386658
"12",187.718469474156,0.719227852391401,176.552195332901,0.576967958604252
"13",187.276225929201,0.717533432678932,174.459530092047,0.570129183307343
"14",188.720243899816,0.72306606858167,174.312151568457,0.569647554145286
"15",187.389353251456,0.717966870695232,175.28858357739,0.572838508422844
"16",186.664475767778,0.715189562328651,174.526954962239,0.57034952602039
"17",187.93294831193,0.720049610390535,172.798216010266,0.56470005232113
"18",190.856088130927,0.731249379811982,175.724667504925,0.574263619297141
"19",190.500314250623,0.729886261496641,176.956252249742,0.578288406044909
"20",188.374281507478,0.721740542174247,177.480067462749,0.5800002204665
"21",186.326679112852,0.713895322271464,173.580756741031,0.567257374970691
"22",182.949139425838,0.700954557187119,173.859486649539,0.568168257024637
"23",186.803121532012,0.715720772153302,175.315022730685,0.572924910884591
"24",187.635288904893,0.71890915289231,173.81500461806,0.568022890908692
"25",185.548316164041,0.710913088751113,170.196393611492,0.556197364743439
"26",187.212885905814,0.717290750596988,175.401025274946,0.573205964950804
"27",187.624416231719,0.718867495140685,174.814849848322,0.571290358981446
"28",188.213419419768,0.721124212336276,176.619291929539,0.577187228527905
"29",187.345177870522,0.717797616362154,175.443312300436,0.573344157844563
"30",188.043550793948,0.720473374689455,173.959129174233,0.568493886190304
"31",185.247871759128,0.709761960762943,172.686184973435,0.564333937821684
"32",187.104803115618,0.716876640289723,175.702585106947,0.574191454597867
"33",186.583349689741,0.714878734443452,176.863950994571,0.577986767956115
"34",185.266678545344,0.709834017415109,172.986336916945,0.565314826525964
"35",188.068803063316,0.720570126679371,175.796766680125,0.574499237516749
"36",184.573811046582,0.707179352668897,175.707880758372,0.574208760648274
"37",187.185186811405,0.717184623798488,173.167167409628,0.565905775848457
"38",187.289249861136,0.717583332801289,174.840967575118,0.571375711029796
"39",186.97868377898,0.716393424440538,174.482786602584,0.570205184975765
"40",188.237512032005,0.721216521195423,176.896984862647,0.578094721773355
"41",186.088876093762,0.712984199592958,174.900278567066,0.571569537800869
"42",184.143510958478,0.705530693327502,173.545208379461,0.567141203854448
"43",186.317322974872,0.713859474999508,172.598731812537,0.564048143178225
"44",184.579935924268,0.707202819633211,175.133244778934,0.572330865290633
"45",185.205533832406,0.709599746484315,174.227249864048,0.56937009759493
"46",186.514589977703,0.714615287270892,172.637270399469,0.564174086272776
"47",187.66497839604,0.719022905731956,174.108841362683,0.568983141708115
"48",186.890140754099,0.71605417913448,174.157373170265,0.569141742386488
"49",186.531498705594,0.714680071668944,175.447212897657,0.573356904894304
"50",188.512326775976,0.722269451248952,176.129678452249,0.575587184484474
"51",187.026307516534,0.716575890867946,175.159765716501,0.572417535021246
"52",187.805238309021,0.719560300034565,176.424960334261,0.5765521579551
"53",184.144890229718,0.705535977891639,174.195498301669,0.569266334319181
"54",185.007698560735,0.708841756937682,173.196810110229,0.566002647419048
"55",185.211202642107,0.709621466061712,173.796531718969,0.567962521957415
"56",186.183826455043,0.713347994080625,174.983470871747,0.571841408077604
"57",186.269234554228,0.713675228177117,173.447145990774,0.566820738531942
"58",185.481775360693,0.710658143144417,175.580242853145,0.573791643310931
"59",185.87678862763,0.712171603937282,173.830404036947,0.568073215807016
"60",186.725029165935,0.715421567685574,175.641689026124,0.573992447797789
"61",183.784367056103,0.704154663050202,174.390019898799,0.56990202581307
"62",185.714692229254,0.711550544939672,175.051529352115,0.572063821412142
"63",185.888834930393,0.712217758353996,174.941280129055,0.571703529833514
"64",186.317496490837,0.713860139811634,175.857783718438,0.57469863960274
"65",189.132605238526,0.724645997082477,174.567918454539,0.570483393642286
"66",186.177759101772,0.713324747516369,174.238296847362,0.569406198847587
"67",186.803524091679,0.715722314527507,175.533379393279,0.573638494749277
"68",185.667995871855,0.71137163169293,174.42293812706,0.570009601722419
"69",185.982291389517,0.712575829078608,173.377699881991,0.566593790464023
"70",186.419357353277,0.714250411315237,173.660995468809,0.567519593035325
"71",184.016405592696,0.705043699588875,174.455204418058,0.570115047117836
"72",186.711514771117,0.715369788395083,175.113354358314,0.572265863916058
"73",187.391273534858,0.717974228102904,172.462601236623,0.563603272015107
"74",187.507323676055,0.718418864659215,176.199785146748,0.575816291329241
"75",185.742385929688,0.711656651071602,175.524409368198,0.573609180941824
"76",183.973279643108,0.704878466065547,173.755042194806,0.567826935277143
"77",185.027876228364,0.708919066009056,173.933708019035,0.568410810519721
"78",185.735312017812,0.711629547960965,174.392741981811,0.569910921509185
"79",184.051128110637,0.705176736056079,175.758409636954,0.574373887702465
"80",187.277336690074,0.717537688467717,175.196355036892,0.5725371079637
"81",187.582885254464,0.718708372622467,174.647095256894,0.570742141362399
"82",185.906233950875,0.712284421267718,175.177571261634,0.572475723077235
