"ID_COMUNA_D","k","empsit","factor_expansion","empcom","fe_empcom","sum_fe_empcom","emp"
19,175,1025.76309557,79.93884061,78133.211871414,6245878.37013632,18595778.5734341,1669.33150671508
19,176,403.79472557,79.93884061,78133.211871414,6245878.37013632,18595778.5734341,657.137364904713
19,177,2318.21376212,79.93884061,78133.211871414,6245878.37013632,18595778.5734341,3772.67157408992
19,178,466.49042581,79.93884061,78133.211871414,6245878.37013632,18595778.5734341,759.168631381539
19,179,376.42449605,79.93884061,78133.211871414,6245878.37013632,18595778.5734341,612.594929442683
19,143,1296.23061489,79.93884061,78133.211871414,6245878.37013632,18595778.5734341,2109.49157242017
19,174,5580.8652358,79.93884061,78133.211871414,6245878.37013632,18595778.5734341,9082.32535668961
20,122,364.34714981,88.0344159,4402.91307725,387607.881014175,18595778.5734341,652.98850849898
20,132,88.0344159,88.0344159,4402.91307725,387607.881014175,18595778.5734341,157.776620360822
20,120,435.78394216,88.0344159,4402.91307725,387607.881014175,18595778.5734341,781.018615260907
20,126,597.89077534,88.0344159,4402.91307725,387607.881014175,18595778.5734341,1071.54894950642
20,127,528.2064954,88.0344159,4402.91307725,387607.881014175,18595778.5734341,946.659722164932
20,140,606.37589766,88.0344159,4402.91307725,387607.881014175,18595778.5734341,1086.75611490091
20,134,173.80788027,88.0344159,4402.91307725,387607.881014175,18595778.5734341,311.501128970164
20,131,1012.39512029,88.0344159,4402.91307725,387607.881014175,18595778.5734341,1814.42994669933
20,133,407.04917962,88.0344159,4402.91307725,387607.881014175,18595778.5734341,729.519736395375
20,139,189.0222208,88.0344159,4402.91307725,387607.881014175,18595778.5734341,338.768501682319
21,181,1122.45097993,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,2347.33454890116
21,182,84.91409226,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,177.577271537425
21,180,484.17678832,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,1012.53856366219
21,185,60.4812,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,126.481791060358
21,186,721.94218099,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,1509.76733420694
21,183,1177.82236002,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,2463.13038838958
21,188,1983.6007123,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,4148.22078332286
21,189,299.37321081,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,626.066610760684
21,190,1699.29497531,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,3553.66414715773
21,191,828.51265207,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,1732.63368038301
21,192,379.7801661,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,794.218296223098
21,193,1681.72990329,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,3516.93105044018
21,194,876.14200432,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,1832.23894250785
21,195,308.1705882,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,644.464196273556
21,196,1878.64521889,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,3928.73177205787
21,197,2505.10537429,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,5238.82156000755
21,198,1934.79052483,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,4046.14609014222
21,199,677.72254282,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,1417.29266380055
21,214,102.7235294,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,214.821398757852
21,187,852.47160585,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,1782.73803324021
21,184,1116.89963656,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,2335.72525787802
21,204,1280.76233562,102.7235294,22057.51258218,2265825.54222644,18595778.5734341,2678.40443198656
22,208,371.80379432,84.91409226,4499.99599557,382113.075137462,18595778.5734341,642.733984397227
22,205,513.24557355,84.91409226,4499.99599557,382113.075137462,18595778.5734341,887.243157551301
22,218,1236.31683274,84.91409226,4499.99599557,382113.075137462,18595778.5734341,2137.21015229993
22,221,84.91409226,84.91409226,4499.99599557,382113.075137462,18595778.5734341,146.790252502831
22,222,593.13083212,84.91409226,4499.99599557,382113.075137462,18595778.5734341,1025.34010900712
22,223,679.31273808,84.91409226,4499.99599557,382113.075137462,18595778.5734341,1174.32202002265
22,219,346.93464607,84.91409226,4499.99599557,382113.075137462,18595778.5734341,599.742904189124
22,225,84.91409226,84.91409226,4499.99599557,382113.075137462,18595778.5734341,146.790252502831
22,226,84.91409226,84.91409226,4499.99599557,382113.075137462,18595778.5734341,146.790252502831
22,227,254.74227678,84.91409226,4499.99599557,382113.075137462,18595778.5734341,440.370757508493
22,224,84.91409226,84.91409226,4499.99599557,382113.075137462,18595778.5734341,146.790252502831
22,600,79.93884061,84.91409226,4499.99599557,382113.075137462,18595778.5734341,138.189578262183
22,216,84.91409226,84.91409226,4499.99599557,382113.075137462,18595778.5734341,146.790252502831
30,71,342.82125724,78.38546603,8533.42190923,668896.253185606,18595778.5734341,547.06756020259
30,73,320.07049035,78.38546603,8533.42190923,668896.253185606,18595778.5734341,510.762324537064
30,74,93.68063085,78.38546603,8533.42190923,668896.253185606,18595778.5734341,149.493746595388
30,75,1220.34001922,78.38546603,8533.42190923,668896.253185606,18595778.5734341,1947.39510118794
30,76,1024.04423664,78.38546603,8533.42190923,668896.253185606,18595778.5734341,1634.15007163915
30,77,344.59330758,78.38546603,8533.42190923,668896.253185606,18595778.5734341,549.895364008762
30,82,994.91527424,78.38546603,8533.42190923,668896.253185606,18595778.5734341,1587.66663441097
30,79,164.1589304,78.38546603,8533.42190923,668896.253185606,18595778.5734341,261.961659736065
30,80,242.54439643,78.38546603,8533.42190923,668896.253185606,18595778.5734341,387.047676868178
30,81,802.6987444,78.38546603,8533.42190923,668896.253185606,18595778.5734341,1280.93119782583
30,87,327.39797311,78.38546603,8533.42190923,668896.253185606,18595778.5734341,522.455380411757
30,83,165.49362922,78.38546603,8533.42190923,668896.253185606,18595778.5734341,264.091546409199
30,84,593.90293995,78.38546603,8533.42190923,668896.253185606,18595778.5734341,947.738874104106
30,72,881.87008447,78.38546603,8533.42190923,668896.253185606,18595778.5734341,1407.2712976165
30,85,100.9878049,78.38546603,8533.42190923,668896.253185606,18595778.5734341,161.154394221771
30,90,406.70332683,78.38546603,8533.42190923,668896.253185606,18595778.5734341,649.009336604242
30,91,507.1988634,78.38546603,8533.42190923,668896.253185606,18595778.5734341,809.378178505173
31,3,100.9878049,72.80460358,2587.31873255,188368.714658411,18595778.5734341,149.680577034532
31,8,152.74344419,72.80460358,2587.31873255,188368.714658411,18595778.5734341,226.390967575145
31,9,511.85147146,72.80460358,2587.31873255,188368.714658411,18595778.5734341,758.648271243957
31,24,158.35939219,72.80460358,2587.31873255,188368.714658411,18595778.5734341,234.714728429917
31,26,83.64627856,72.80460358,2587.31873255,188368.714658411,18595778.5734341,123.977575847398
31,16,231.16399577,72.80460358,2587.31873255,188368.714658411,18595778.5734341,342.623154456362
31,17,218.41381074,72.80460358,2587.31873255,188368.714658411,18595778.5734341,323.725278079336
31,13,218.41381074,72.80460358,2587.31873255,188368.714658411,18595778.5734341,323.725278079336
31,15,156.45088214,72.80460358,2587.31873255,188368.714658411,18595778.5734341,231.886001873843
31,1,369.60388035,72.80460358,2587.31873255,188368.714658411,18595778.5734341,547.813888417235
31,31,145.60920716,72.80460358,2587.31873255,188368.714658411,18595778.5734341,215.816852052891
31,32,240.07475435,72.80460358,2587.31873255,188368.714658411,18595778.5734341,355.830367816337
32,103,952.66914908,85.77346437,3570.84529189,306283.771414709,18595778.5734341,1663.53800740789
32,93,507.25278788,85.77346437,3570.84529189,306283.771414709,18595778.5734341,885.75797045269
32,108,85.55478861,85.77346437,3570.84529189,306283.771414709,18595778.5734341,149.394616909685
