"IdComunao","IdMunicipioo","IdSito","IdMunicipiod","IdSitd","Horao","Horad","MedioTTE2","Medios3","Medio_reg","dpie","dpub","dpri","Multimode","Number_modes","minutos","IdComunad","PrimeroDeFactorExpansion"
"15","10","79","10","7",1899-12-31 07:00:00,1899-12-31 07:30:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,30,"10",76.6666666666667
"15","10","79","10","19",1899-12-31 06:00:00,1899-12-31 06:30:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,30,"10",76.6666666666667
"15","10","79","10","1",1899-12-31 09:00:00,1899-12-31 09:30:00,"1","A pie + Publico + NA","Publico",1,1,0,0,1,30,"10",76.6666666666667
"15","10","79","10","1",1899-12-31 07:30:00,1899-12-31 07:50:00,"1","Publico + A pie + NA","Publico",1,1,0,0,1,20,"10",76.6666666666667
"15","10","84","10","77",1899-12-31 05:00:00,1899-12-31 05:30:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,30,"14",76.6666666666667
"15","10","84","10","84",1899-12-31 08:00:00,1899-12-31 08:05:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,5,"15",76.6666666666667
"15","10","84","10","17",1899-12-31 06:00:00,1899-12-31 06:45:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,45,"10",76.6666666666667
"15","10","84","10","67",1899-12-31 07:30:00,1899-12-31 07:45:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,15,"14",76.6666666666667
"15","10","84","10","78",1899-12-31 07:20:00,1899-12-31 07:40:00,"8","Privado + A pie + NA","Privado",1,0,1,0,0,20,"15",76.6666666666667
"15","10","84","10","81",1899-12-31 06:00:00,1899-12-31 06:30:00,"6","Publico + NA + NA","Publico",0,1,0,0,1,30,"15",76.6666666666667
"15","10","84","10","63",1899-12-31 05:30:00,1899-12-31 06:00:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,30,"14",76.6666666666667
"15","10","84","10","7",1899-12-31 06:00:00,1899-12-31 06:30:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,30,"10",76.6666666666667
"15","10","84","10","66",1899-12-31 09:30:00,1899-12-31 09:35:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,5,"14",76.6666666666667
"15","10","84","10","84",1899-12-31 06:50:00,1899-12-31 07:00:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,10,"15",76.6666666666667
"15","10","84","10","136",1899-12-31 08:00:00,1899-12-31 08:30:00,"5","Publico + NA + NA","Publico",0,1,0,0,1,30,"11",76.6666666666667
"15","10","85","10","6",1899-12-31 07:15:00,1899-12-31 08:00:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,45,"10",76.6666666666667
"15","10","85","10","69",1899-12-31 07:40:00,1899-12-31 08:00:00,"4","Privado + NA + NA","Privado",0,0,1,0,1,20,"14",76.6666666666667
"15","10","85","10","1",1899-12-31 07:00:00,1899-12-31 07:45:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,45,"10",76.6666666666667
"15","10","85","10","368",1899-12-31 07:00:00,1899-12-31 07:30:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,30,"15",76.6666666666667
"15","10","85","10","20",1899-12-31 06:00:00,1899-12-31 07:00:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,60,"10",76.6666666666667
"15","10","85","10","8",1899-12-31 08:00:00,1899-12-31 08:45:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,45,"10",76.6666666666667
"15","10","85","10","84",1899-12-31 08:00:00,1899-12-31 08:15:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,15,"15",76.6666666666667
"15","10","85","10","84",1899-12-31 07:00:00,1899-12-31 07:30:00,"9","Privado + NA + NA","Privado",0,0,1,0,0,30,"15",76.6666666666667
"15","10","85","10","366",1899-12-31 06:30:00,1899-12-31 06:38:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,8,"16",76.6666666666667
"15","10","85","10","1",1899-12-31 07:00:00,1899-12-31 07:50:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,50,"10",76.6666666666667
"15","10","85","10","98",1899-12-31 07:00:00,1899-12-31 07:30:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,30,"16",76.6666666666667
"15","10","85","10","151",1899-12-31 06:00:00,1899-12-31 06:45:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,45,"07",76.6666666666667
"15","10","81","10","67",1899-12-31 08:00:00,1899-12-31 08:15:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,15,"14",76.6666666666667
"15","10","81","10","138",1899-12-31 05:30:00,1899-12-31 05:45:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,15,"11",76.6666666666667
"15","10","81","10","52",1899-12-31 07:30:00,1899-12-31 08:00:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,30,"10",76.6666666666667
"15","10","81","10","58",1899-12-31 07:00:00,1899-12-31 07:15:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,15,"14",76.6666666666667
"15","10","81","10","106",1899-12-31 07:00:00,1899-12-31 08:00:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,60,"11",76.6666666666667
"15","10","81","10","7",1899-12-31 07:00:00,1899-12-31 07:30:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,30,"10",76.6666666666667
"15","10","81","10","368",1899-12-31 06:15:00,1899-12-31 06:25:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,10,"15",76.6666666666667
"15","10","81","10","81",1899-12-31 06:00:00,1899-12-31 06:05:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,5,"15",76.6666666666667
"15","10","81","10","95",1899-12-31 07:30:00,1899-12-31 07:45:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,15,"15",76.6666666666667
"15","10","81","10","1",1899-12-31 07:00:00,1899-12-31 07:15:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,15,"10",76.6666666666667
"15","10","81","10","139",1899-12-31 07:10:00,1899-12-31 07:25:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,15,"11",76.6666666666667
"15","10","81","10","68",1899-12-31 08:00:00,1899-12-31 08:30:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,30,"14",76.6666666666667
"15","10","81","10","79",1899-12-31 06:00:00,1899-12-31 06:15:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,15,"15",76.6666666666667
"15","10","95","10","155",1899-12-31 06:50:00,1899-12-31 07:50:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,60,"07",76.6666666666667
"15","10","95","10","99",1899-12-31 05:30:00,1899-12-31 06:20:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,50,"16",76.6666666666667
"15","10","95","10","83",1899-12-31 07:00:00,1899-12-31 07:20:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,20,"15",76.6666666666667
"15","10","95","10","368",1899-12-31 06:30:00,1899-12-31 07:15:00,"1","A pie + Publico + NA","Publico",1,1,0,0,1,45,"15",76.6666666666667
"15","10","79","10","79",1899-12-31 06:50:00,1899-12-31 07:00:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,10,"15",76.6666666666667
"15","10","79","10","18",1899-12-31 07:30:00,1899-12-31 07:50:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,20,"10",76.6666666666667
"15","10","368","10","223",1899-12-31 07:30:00,1899-12-31 08:00:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,30,"03",76.6666666666667
"15","10","368","10","113",1899-12-31 07:08:00,1899-12-31 07:30:00,"2","A pie + Publico + A pie","Publico",1,1,0,0,1,22,"11",76.6666666666667
"15","10","368","10","114",1899-12-31 07:31:00,1899-12-31 07:50:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,19,"11",76.6666666666667
"15","10","81","10","18",1899-12-31 07:00:00,1899-12-31 07:10:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,10,"10",76.6666666666667
"15","10","81","10","58",1899-12-31 09:00:00,1899-12-31 09:30:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,30,"14",76.6666666666667
"15","10","81","10","83",1899-12-31 06:30:00,1899-12-31 06:35:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,5,"15",76.6666666666667
"15","10","81","10","138",1899-12-31 07:30:00,1899-12-31 07:40:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,10,"11",76.6666666666667
"15","10","81","10","52",1899-12-31 07:00:00,1899-12-31 07:25:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,25,"10",76.6666666666667
"15","10","81","10","67",1899-12-31 09:30:00,1899-12-31 09:45:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,15,"14",76.6666666666667
"15","10","81","10","79",1899-12-31 05:50:00,1899-12-31 06:00:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,10,"15",76.6666666666667
"15","10","79","10","82",1899-12-31 06:30:00,1899-12-31 07:00:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,30,"15",76.6666666666667
"15","10","79","10","78",1899-12-31 07:30:00,1899-12-31 07:40:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,10,"15",76.6666666666667
"15","10","79","10","65",1899-12-31 07:05:00,1899-12-31 07:32:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,27,"14",76.6666666666667
"15","10","79","10","79",1899-12-31 07:10:00,1899-12-31 07:25:00,"9","Privado + NA + NA","Privado",0,0,1,0,0,15,"15",76.6666666666667
"15","10","79","10","8",1899-12-31 06:00:00,1899-12-31 06:30:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,30,"10",76.6666666666667
"15","10","79","10","6",1899-12-31 07:00:00,1899-12-31 07:30:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,30,"10",76.6666666666667
"15","10","79","10","51",1899-12-31 08:30:00,1899-12-31 09:00:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,30,"10",76.6666666666667
"15","10","79","10","17",1899-12-31 07:30:00,1899-12-31 07:50:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,20,"10",76.6666666666667
"15","10","84","10","1",1899-12-31 08:00:00,1899-12-31 08:40:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,40,"10",76.6666666666667
"15","10","84","10","52",1899-12-31 08:00:00,1899-12-31 08:30:00,"2","Publico + NA + NA","Publico",0,1,0,0,1,30,"10",76.6666666666667
"15","10","84","10","84",1899-12-31 06:20:00,1899-12-31 06:45:00,"8","A pie + Privado + A pie","Privado",1,0,1,0,0,25,"15",76.6666666666667
"15","10","84","10","7",1899-12-31 06:30:00,1899-12-31 07:10:00,"2","A pie + Publico + A pie","Publico",1,1,0,0,1,40,"10",76.6666666666667
"15","10","84","10","3",1899-12-31 07:30:00,1899-12-31 08:00:00,"4","Privado + NA + NA","Privado",0,0,1,0,1,30,"10",76.6666666666667
