"","mean_public_2012","mean_public_2017","mean_public_2012_adj","mean_public_2017_adj","mean_diff","mean_diff_pct","lower_ci_mean_adj_2012","upper_ci_mean_adj_2012","lower_ci_mean_adj_2017","upper_ci_mean_adj_2017","lower_ci_pct_change","upper_ci_pct_change"
"1",181.34651214703,180.311593297387,0.694814222785554,0.589253572867277,-0.105560649918277,-15.1880556361057,0.684026739803717,0.706249783430239,0.580638409674644,0.59803184530099,-16.8871156426053,-13.5810675420993
