"","year","comuna","SIT","ta","percap","mode","strata","name_comuna","pop","men","women","pmen","pwomen","age_0_5","age_6_10","age_11_15","age_16_17","age_18_24","age_25_40","age_41_65","age_65m","page_0_5","page_6_10","page_11_15","page_16_17","page_18_24","page_25_40","page_41_65","page_65m","employees","laborincome","estratomoda"
"23",2012,1,75,241.186786149564,0.924087303255035,"public",2,"Popular",127696.35,60547.17,67149.18,47.4149574361366,52.5850425638634,12848.45,12722.93,13805.47,5035.76,14989.48,32363.15,28914.85,7016.26,10.0617206364943,9.96342495302332,10.8111704054188,3.94354263062335,11.7383778001485,25.3438332419055,22.6434428235419,5.49448750884422,52103.26,544764.086779151,1
"24",2012,1,170,263.552748236758,1.00978064458528,"public",2,"Popular",127696.35,60547.17,67149.18,47.4149574361366,52.5850425638634,12848.45,12722.93,13805.47,5035.76,14989.48,32363.15,28914.85,7016.26,10.0617206364943,9.96342495302332,10.8111704054188,3.94354263062335,11.7383778001485,25.3438332419055,22.6434428235419,5.49448750884422,52103.26,544764.086779151,1
"25",2012,1,211,187.808387771424,0.719572366940321,"public",1,"Popular",127696.35,60547.17,67149.18,47.4149574361366,52.5850425638634,12848.45,12722.93,13805.47,5035.76,14989.48,32363.15,28914.85,7016.26,10.0617206364943,9.96342495302332,10.8111704054188,3.94354263062335,11.7383778001485,25.3438332419055,22.6434428235419,5.49448750884422,52103.26,544764.086779151,1
"26",2012,1,43,153.927608749844,0.589760953064537,"public",1,"Popular",127696.35,60547.17,67149.18,47.4149574361366,52.5850425638634,12848.45,12722.93,13805.47,5035.76,14989.48,32363.15,28914.85,7016.26,10.0617206364943,9.96342495302332,10.8111704054188,3.94354263062335,11.7383778001485,25.3438332419055,22.6434428235419,5.49448750884422,52103.26,544764.086779151,1
"27",2012,1,170,206.408253729969,0.79083622118762,"Private",2,"Popular",127696.35,60547.17,67149.18,47.4149574361366,52.5850425638634,12848.45,12722.93,13805.47,5035.76,14989.48,32363.15,28914.85,7016.26,10.0617206364943,9.96342495302332,10.8111704054188,3.94354263062335,11.7383778001485,25.3438332419055,22.6434428235419,5.49448750884422,52103.26,544764.086779151,1
"28",2012,1,75,190.144823984297,0.728524229824892,"Private",2,"Popular",127696.35,60547.17,67149.18,47.4149574361366,52.5850425638634,12848.45,12722.93,13805.47,5035.76,14989.48,32363.15,28914.85,7016.26,10.0617206364943,9.96342495302332,10.8111704054188,3.94354263062335,11.7383778001485,25.3438332419055,22.6434428235419,5.49448750884422,52103.26,544764.086779151,1
"29",2012,2,245,195.573375538247,0.749323277924318,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"30",2012,2,251,188.279610901552,0.721377819546177,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"31",2012,2,254,224.982515172089,0.86200197383942,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"32",2012,2,259,195.342552733197,0.748438899360907,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"33",2012,2,260,207.488163599724,0.794973806895495,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"34",2012,2,258,188.187158841755,0.721023597094847,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"35",2012,2,258,169.989600553534,0.651301151546108,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"36",2012,2,244,182.332377158634,0.698591483366412,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"37",2012,2,239,189.210340930925,0.724943834984387,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"38",2012,2,253,197.16698725854,0.755429069956091,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"39",2012,2,255,221.121555038912,0.847209023137593,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"40",2012,2,253,196.022180159598,0.75104283586053,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"41",2012,2,259,201.52539449515,0.772127948257281,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"42",2012,2,241,185.992212473226,0.712613840893585,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"43",2012,2,245,175.131576372009,0.671002208321875,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"44",2012,2,244,155.266684481396,0.594891511422972,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"45",2012,2,239,172.812032881901,0.662115068513031,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"46",2012,2,254,195.114035466437,0.747563354277535,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"47",2012,2,255,195.814533336816,0.750247254164046,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"48",2012,2,241,1.77111837824493,0.0067858941695208,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"49",2012,2,260,196.472823795551,0.752769439829695,"Private",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"50",2012,2,251,162.935105105802,0.624272433355561,"public",2,"Santa Cruz",108702.56,51092.76,57609.8,47.0023521065189,52.9976478934811,10369.74,9663.22,9919.04,4066.08,13455.72,27503.92,26477.75,7247.09,9.53955454222973,8.88959744830296,9.12493689201064,3.7405558801927,12.3784757231108,25.3019984073972,24.3579820015278,6.66689910522807,47770.48,570591.842857973,2
"51",2012,3,240,187.436333886814,0.718146873129556,"Private",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"52",2012,3,22,185.897989948693,0.712252835052465,"Private",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"53",2012,3,261,193.278509628903,0.740530688233343,"Private",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"54",2012,3,22,187.374705539938,0.717910749195166,"public",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"55",2012,3,252,199.781887465076,0.76544784469378,"Private",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"56",2012,3,274,170.227300484768,0.652211879251985,"public",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"57",2012,3,236,128.407911706086,0.491984336038644,"public",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"58",2012,3,261,182.509032493578,0.699268323730185,"public",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"59",2012,3,237,123.556887346479,0.473398035810265,"public",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"60",2012,3,252,229.047034883682,0.87757484629763,"public",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"61",2012,3,236,180.759313379823,0.69256441907978,"Private",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"62",2012,3,129,188.069368212099,0.720572292000377,"Private",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"63",2012,3,274,186.871695093884,0.715983506106835,"Private",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"64",2012,3,129,188.493805892213,0.722198490008479,"public",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"65",2012,3,97,183.267641511175,0.702174871690324,"Private",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"66",2012,3,238,136.937283434748,0.52466392120593,"public",3,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"67",2012,3,235,186.163835232274,0.71327139935737,"Private",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"68",2012,3,234,163.750431567342,0.627396289530048,"public",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"69",2012,3,234,185.583197020473,0.711046731879206,"Private",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"70",2012,3,237,177.395116115924,0.679674774390515,"Private",2,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"71",2012,3,240,174.591935770902,0.668934619811886,"public",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
"72",2012,3,119,159.212844331939,0.610010897823521,"Private",1,"Manrique",156111.56,74582.74,81528.82,47.7752832653777,52.2247167346223,12485.75,12473.53,12792.04,6309.56,18780.94,39313.42,42110.98,11845.34,7.99796632613242,7.99013859063352,8.19416576197176,4.04169941034476,12.0304607807391,25.182901253437,26.9749274172906,7.58774045945092,65970.77,587146.817369046,2
