"","SIT_O","SIT_D","IdSito","IdSitd","IdComunao","IdMunicipioo.x","IdMunicipiod.x","Horao","Horad","MedioTTE2","Medios3","Medio_reg","dpie","dpub","dpri","Multimode","Number_modes","minutos","IdComunad","PrimeroDeFactorExpansion","IdMunicipiod.y","IdMunicipioo.y","dist","distance_bin"
"696",122,189,"39",136,8,10,10,"1899-12-31 05:30:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,11,25.2631578947368,10,10,7.029,"(6,9]"
"697",122,193,"39",143,8,10,10,"1899-12-31 04:35:00","1899-12-31 05:10:00",2,"Publico + A pie + Publico","Publico",1,1,0,1,2,35,11,25.2631578947368,10,10,8.312,"(6,9]"
"698",122,194,"39",134,8,10,10,"1899-12-31 06:30:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,12,25.2631578947368,10,10,8.166,"(6,9]"
"699",122,194,"39",134,8,10,10,"1899-12-31 06:00:00","1899-12-31 06:55:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,12,25.2631578947368,10,10,8.166,"(6,9]"
"700",122,194,"39",134,8,10,10,"1899-12-31 06:30:00","1899-12-31 07:25:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,12,25.2631578947368,10,10,8.166,"(6,9]"
"701",122,194,"39",134,8,10,10,"1899-12-31 06:30:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,12,25.2631578947368,10,10,8.166,"(6,9]"
"702",122,203,"39",115,8,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,12,25.2631578947368,10,10,8.934,"(6,9]"
"704",122,239,"39",58,8,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,8.398,"(6,9]"
"705",122,247,"39",65,8,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,8.371,"(6,9]"
"706",122,247,"39",65,8,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,8.371,"(6,9]"
"707",122,247,"39",65,8,10,10,"1899-12-31 06:50:00","1899-12-31 07:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,8.371,"(6,9]"
"708",122,255,"39",67,8,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,8.343,"(6,9]"
"709",122,255,"39",67,8,10,10,"1899-12-31 05:30:00","1899-12-31 06:30:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,8.343,"(6,9]"
"710",122,270,"39",83,8,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,15,25.2631578947368,10,10,9.439,"(9,12]"
"711",122,272,"39",80,8,10,10,"1899-12-31 06:30:00","1899-12-31 07:30:00",3,"A pie + Publico + A pie","Publico",1,1,0,1,2,60,15,25.2631578947368,10,10,9.692,"(9,12]"
"713",122,313,"39",99,8,10,10,"1899-12-31 05:15:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,16,25.2631578947368,10,10,11.146,"(9,12]"
"714",122,321,"39",315,8,10,10,"1899-12-31 05:50:00","1899-12-31 07:00:00",2,"Publico + A pie + Publico","Publico",1,1,0,0,1,70,7,25.2631578947368,10,10,16.948,"(15,18]"
"715",122,416,"39",315,8,10,10,"1899-12-31 05:50:00","1899-12-31 07:00:00",2,"Publico + A pie + Publico","Publico",1,1,0,0,1,70,7,25.2631578947368,10,10,12.679,"(12,15]"
"716",122,48,"39",212,8,10,10,"1899-12-31 06:00:00","1899-12-31 06:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,4,25.2631578947368,10,10,5.783,"(3,6]"
"717",122,55,"39",211,8,10,10,"1899-12-31 06:00:00","1899-12-31 06:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,4,25.2631578947368,10,10,6.079,"(6,9]"
"718",122,602,"39",315,8,10,10,"1899-12-31 05:50:00","1899-12-31 07:00:00",2,"Publico + A pie + Publico","Publico",1,1,0,0,1,70,7,25.2631578947368,10,10,11.945,"(9,12]"
"719",122,622,"39",315,8,10,10,"1899-12-31 05:50:00","1899-12-31 07:00:00",2,"Publico + A pie + Publico","Publico",1,1,0,0,1,70,7,25.2631578947368,10,10,12.861,"(12,15]"
"720",122,637,"39",157,8,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,7,25.2631578947368,10,10,9.204,"(9,12]"
"721",122,75,"39",181,8,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,5,25.2631578947368,10,10,7.661,"(6,9]"
"725",122,78,"39",159,8,10,10,"1899-12-31 06:00:00","1899-12-31 06:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,7,25.2631578947368,10,10,6.464,"(6,9]"
"726",122,80,"39",189,8,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,5,25.2631578947368,10,10,11.973,"(9,12]"
"727",122,96,"39",162,8,10,10,"1899-12-31 05:30:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,7,25.2631578947368,10,10,9.34,"(9,12]"
"728",122,97,"39",155,8,10,10,"1899-12-31 05:30:00","1899-12-31 06:25:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,7,25.2631578947368,10,10,9.897,"(9,12]"
"729",122,99,"39",157,8,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,7,25.2631578947368,10,10,8.374,"(6,9]"
"731",123,124,"37",43,9,10,10,"1899-12-31 07:00:00","1899-12-31 08:15:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,75,9,32.6842105263158,10,10,0.802,"[0,3]"
"733",123,131,"37",27,9,10,10,"1899-12-31 06:30:00","1899-12-31 06:50:00",1,"Publico + Publico + NA","Publico",0,1,0,0,1,20,8,32.6842105263158,10,10,4.528,"(3,6]"
"736",123,145,"37",46,9,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,30,9,32.6842105263158,10,10,2.765,"[0,3]"
"737",123,155,"37",6,9,10,10,"1899-12-31 06:30:00","1899-12-31 06:45:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,15,10,32.6842105263158,10,10,3.62,"(3,6]"
"740",123,157,"37",51,9,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,30,10,32.6842105263158,10,10,5.022,"(3,6]"
"741",123,157,"37",51,9,10,10,"1899-12-31 09:00:00","1899-12-31 09:20:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,20,10,32.6842105263158,10,10,5.022,"(3,6]"
"744",123,168,"37",13,9,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,30,10,32.6842105263158,10,10,5.607,"(3,6]"
"746",123,169,"37",3,9,10,10,"1899-12-31 05:00:00","1899-12-31 05:40:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,40,10,32.6842105263158,10,10,4.753,"(3,6]"
"747",123,169,"37",3,9,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,60,10,32.6842105263158,10,10,4.753,"(3,6]"
"748",123,171,"37",17,9,10,10,"1899-12-31 13:20:00","1899-12-31 13:30:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,10,10,32.6842105263158,10,10,5.348,"(3,6]"
"749",123,171,"37",17,9,10,10,"1899-12-31 06:00:00","1899-12-31 06:45:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,45,10,32.6842105263158,10,10,5.348,"(3,6]"
"751",123,184,"37",111,9,10,10,"1899-12-31 05:00:00","1899-12-31 05:30:00",1,"Publico + Publico + NA","Publico",0,1,0,0,1,30,11,32.6842105263158,10,10,6.691,"(6,9]"
"752",123,189,"37",136,9,10,10,"1899-12-31 06:00:00","1899-12-31 06:45:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,45,11,32.6842105263158,10,10,6.869,"(6,9]"
"754",123,201,"37",132,9,10,10,"1899-12-31 06:30:00","1899-12-31 07:15:00",1,"Publico + Publico + NA","Publico",0,1,0,0,1,45,12,32.6842105263158,10,10,8.844,"(6,9]"
"760",123,271,"37",81,9,10,10,"1899-12-31 04:45:00","1899-12-31 05:35:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,15,32.6842105263158,10,10,9.376,"(9,12]"
"764",123,78,"37",159,9,10,10,"1899-12-31 05:10:00","1899-12-31 05:25:00",1,"Publico + Publico + NA","Publico",0,1,0,0,1,15,7,32.6842105263158,10,10,6.304,"(6,9]"
"765",123,80,"37",189,9,10,10,"1899-12-31 20:40:00","1899-12-31 21:45:00",1,"Publico + Publico + NA","Publico",0,1,0,1,2,65,5,32.6842105263158,10,10,11.813,"(9,12]"
"766",124,105,"43",165,9,10,10,"1899-12-31 11:00:00","1899-12-31 11:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,7,32.6842105263158,10,10,10.909,"(9,12]"
"776",124,129,"43",36,9,10,10,"1899-12-31 06:30:00","1899-12-31 06:50:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,20,9,32.6842105263158,10,10,1.42,"[0,3]"
"779",124,135,"43",34,9,10,10,"1899-12-31 11:30:00","1899-12-31 12:00:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,30,9,32.6842105263158,10,10,2.368,"[0,3]"
"780",124,135,"43",34,9,10,10,"1899-12-31 06:00:00","1899-12-31 06:10:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,10,9,32.6842105263158,10,10,2.368,"[0,3]"
"782",124,138,"43",47,9,10,10,"1899-12-31 05:00:00","1899-12-31 05:15:00",2,"Publico + NA + NA","Publico",0,1,0,0,1,15,9,32.6842105263158,10,10,2.263,"[0,3]"
"784",124,145,"43",46,9,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",6,"A pie + Publico + NA","Publico",1,1,0,0,1,30,9,32.6842105263158,10,10,2.971,"[0,3]"
"786",124,150,"43",9,9,10,10,"1899-12-31 04:30:00","1899-12-31 04:55:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,25,10,32.6842105263158,10,10,5.179,"(3,6]"
"787",124,155,"43",6,9,10,10,"1899-12-31 14:00:00","1899-12-31 14:45:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,45,10,32.6842105263158,10,10,3.571,"(3,6]"
"788",124,155,"43",6,9,10,10,"1899-12-31 08:30:00","1899-12-31 08:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,10,32.6842105263158,10,10,3.571,"(3,6]"
"789",124,155,"43",6,9,10,10,"1899-12-31 05:30:00","1899-12-31 05:55:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,25,10,32.6842105263158,10,10,3.571,"(3,6]"
"790",124,155,"43",6,9,10,10,"1899-12-31 07:00:00","1899-12-31 07:20:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,20,10,32.6842105263158,10,10,3.571,"(3,6]"
"792",124,159,"43",12,9,10,10,"1899-12-31 21:00:00","1899-12-31 21:30:00",2,"A pie + Publico + A pie","Publico",1,1,0,1,2,30,10,32.6842105263158,10,10,5.465,"(3,6]"
"793",124,164,"43",5,9,10,10,"1899-12-31 11:00:00","1899-12-31 11:25:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,25,10,32.6842105263158,10,10,5.2,"(3,6]"
"794",124,166,"43",20,9,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,32.6842105263158,10,10,4.88,"(3,6]"
"796",124,166,"43",20,9,10,10,"1899-12-31 06:00:00","1899-12-31 06:15:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,15,10,32.6842105263158,10,10,4.88,"(3,6]"
"797",124,167,"43",52,9,10,10,"1899-12-31 05:30:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,32.6842105263158,10,10,6.115,"(6,9]"
"798",124,167,"43",52,9,10,10,"1899-12-31 05:10:00","1899-12-31 05:40:00",1,"Publico + Publico + NA","Publico",0,1,0,0,1,30,10,32.6842105263158,10,10,6.115,"(6,9]"
"799",124,168,"43",13,9,10,10,"1899-12-31 07:30:00","1899-12-31 08:30:00",2,"Publico + Publico + NA","Publico",0,1,0,1,2,60,10,32.6842105263158,10,10,6.112,"(6,9]"
"800",124,169,"43",3,9,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",2,"Publico + NA + NA","Publico",0,1,0,0,1,30,10,32.6842105263158,10,10,5.263,"(3,6]"
"801",124,171,"43",17,9,10,10,"1899-12-31 07:00:00","1899-12-31 07:20:00",6,"A pie + Publico + NA","Publico",1,1,0,0,1,20,10,32.6842105263158,10,10,5.299,"(3,6]"
"803",124,171,"43",17,9,10,10,"1899-12-31 06:00:00","1899-12-31 06:20:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,20,10,32.6842105263158,10,10,5.299,"(3,6]"
"804",124,173,"43",19,9,10,10,"1899-12-31 05:00:00","1899-12-31 05:40:00",2,"Publico + NA + NA","Publico",0,1,0,0,1,40,10,32.6842105263158,10,10,5.31,"(3,6]"
"805",124,180,"43",140,9,10,10,"1899-12-31 14:00:00","1899-12-31 14:45:00",2,"A pie + Publico + A pie","Publico",1,1,0,1,2,45,11,32.6842105263158,10,10,6.386,"(6,9]"
"806",124,183,"43",137,9,10,10,"1899-12-31 12:30:00","1899-12-31 13:30:00",3,"Publico + Publico + NA","Publico",0,1,0,1,2,60,11,32.6842105263158,10,10,6.042,"(6,9]"
"807",124,183,"43",137,9,10,10,"1899-12-31 14:00:00","1899-12-31 14:35:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,35,11,32.6842105263158,10,10,6.042,"(6,9]"
"809",124,194,"43",134,9,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,12,32.6842105263158,10,10,7.957,"(6,9]"
"810",124,22,"43",214,9,10,10,"1899-12-31 05:40:00","1899-12-31 06:20:00",2,"Publico + NA + NA","Publico",0,1,0,0,1,40,3,32.6842105263158,10,10,6,"(3,6]"
"811",124,234,"43",59,9,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",5,"A pie + Publico + NA","Publico",1,1,0,0,1,30,14,32.6842105263158,10,10,7.477,"(6,9]"
"812",124,239,"43",58,9,10,10,"1899-12-31 05:40:00","1899-12-31 06:15:00",2,"A pie + Publico + A pie","Publico",1,1,0,1,2,35,14,32.6842105263158,10,10,6.829,"(6,9]"
"814",124,254,"43",66,9,10,10,"1899-12-31 06:30:00","1899-12-31 07:20:00",3,"Publico + Publico + NA","Publico",0,1,0,1,2,50,14,32.6842105263158,10,10,7.867,"(6,9]"
"815",124,255,"43",67,9,10,10,"1899-12-31 06:30:00","1899-12-31 07:20:00",3,"Publico + Publico + NA","Publico",0,1,0,1,2,50,14,32.6842105263158,10,10,7.764,"(6,9]"
"816",124,259,"43",54,9,10,10,"1899-12-31 06:20:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,14,32.6842105263158,10,10,8.952,"(6,9]"
"817",124,272,"43",80,9,10,10,"1899-12-31 16:30:00","1899-12-31 17:30:00",2,"Publico + Publico + NA","Publico",0,1,0,1,2,60,15,32.6842105263158,10,10,8.993,"(6,9]"
"818",124,303,"43",98,9,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,1,2,60,16,32.6842105263158,10,10,10.417,"(9,12]"
"819",124,303,"43",98,9,10,10,"1899-12-31 05:00:00","1899-12-31 05:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,16,32.6842105263158,10,10,10.417,"(9,12]"
"820",124,35,"43",219,9,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",2,"Publico + A pie + Publico","Publico",1,1,0,1,2,60,3,32.6842105263158,10,10,7.216,"(6,9]"
"821",124,35,"43",219,9,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",2,"Publico + A pie + Publico","Publico",1,1,0,1,2,60,3,32.6842105263158,10,10,7.216,"(6,9]"
"822",124,55,"43",211,9,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,1,2,60,4,32.6842105263158,10,10,6.424,"(6,9]"
"823",124,73,"43",186,9,10,10,"1899-12-31 04:00:00","1899-12-31 04:30:00",2,"Publico + A pie + Publico","Publico",1,1,0,0,1,30,5,32.6842105263158,10,10,10.201,"(9,12]"
"824",124,74,"43",182,9,10,10,"1899-12-31 05:45:00","1899-12-31 07:00:00",3,"Publico + Publico + NA","Publico",0,1,0,1,2,75,5,32.6842105263158,10,10,9.342,"(9,12]"
"825",124,75,"43",181,9,10,10,"1899-12-31 05:00:00","1899-12-31 05:40:00",3,"Publico + Publico + A pie","Publico",1,1,0,1,2,40,5,32.6842105263158,10,10,8.006,"(6,9]"
"827",124,78,"43",159,9,10,10,"1899-12-31 13:00:00","1899-12-31 14:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,1,2,60,7,32.6842105263158,10,10,6.809,"(6,9]"
"828",124,78,"43",159,9,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",2,"Publico + Publico + NA","Publico",0,1,0,1,2,60,7,32.6842105263158,10,10,6.809,"(6,9]"
"830",124,95,"43",163,9,10,10,"1899-12-31 05:50:00","1899-12-31 06:55:00",2,"Publico + Publico + NA","Publico",0,1,0,1,2,65,7,32.6842105263158,10,10,8.561,"(6,9]"
"833",125,157,"31",51,8,10,10,"1899-12-31 05:10:00","1899-12-31 05:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,25.2631578947368,10,10,5.597,"(3,6]"
"834",125,157,"31",51,8,10,10,"1899-12-31 18:00:00","1899-12-31 19:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,10,25.2631578947368,10,10,5.597,"(3,6]"
"835",125,183,"31",137,8,10,10,"1899-12-31 10:00:00","1899-12-31 11:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,11,25.2631578947368,10,10,7.343,"(6,9]"
"836",125,194,"31",134,8,10,10,"1899-12-31 12:00:00","1899-12-31 12:30:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,30,12,25.2631578947368,10,10,9.258,"(9,12]"
"837",125,203,"31",115,8,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"Publico + A pie + Publico","Publico",1,1,0,0,1,60,12,25.2631578947368,10,10,10.026,"(9,12]"
"838",125,247,"31",65,8,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,8.542,"(6,9]"
"839",125,247,"31",65,8,10,10,"1899-12-31 05:30:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,8.542,"(6,9]"
"841",125,72,"31",190,8,10,10,"1899-12-31 14:00:00","1899-12-31 14:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,5,25.2631578947368,10,10,10.32,"(9,12]"
"842",126,120,"30",40,8,10,10,"1899-12-31 06:00:00","1899-12-31 06:35:00",2,"A pie + Publico + Publico","Publico",1,1,0,0,1,35,8,25.2631578947368,10,10,3.703,"(3,6]"
"850",126,126,"30",30,8,10,10,"1899-12-31 14:00:00","1899-12-31 14:30:00",2,"A pie + Publico + NA","Publico",1,1,0,0,1,30,8,25.2631578947368,10,10,0,"[0,3]"
"859",126,135,"30",34,8,10,10,"1899-12-31 04:00:00","1899-12-31 04:20:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,20,9,25.2631578947368,10,10,2.043,"[0,3]"
"860",126,136,"30",35,8,10,10,"1899-12-31 15:00:00","1899-12-31 15:40:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,40,9,25.2631578947368,10,10,2.422,"[0,3]"
"861",126,141,"30",24,8,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,25.2631578947368,10,10,2.196,"[0,3]"
"862",126,150,"30",9,8,10,10,"1899-12-31 04:00:00","1899-12-31 04:45:00",2,"A pie + Publico + NA","Publico",1,1,0,0,1,45,10,25.2631578947368,10,10,3.217,"(3,6]"
"863",126,155,"30",6,8,10,10,"1899-12-31 12:00:00","1899-12-31 12:30:00",2,"A pie + Publico + NA","Publico",1,1,0,0,1,30,10,25.2631578947368,10,10,3.961,"(3,6]"
"865",126,157,"30",51,8,10,10,"1899-12-31 06:30:00","1899-12-31 07:30:00",2,"A pie + Publico + A pie","Publico",1,1,0,1,2,60,10,25.2631578947368,10,10,5.363,"(3,6]"
"867",126,167,"30",52,8,10,10,"1899-12-31 08:00:00","1899-12-31 09:00:00",1,"A pie + Publico + Publico","Publico",1,1,0,0,1,60,10,25.2631578947368,10,10,5.154,"(3,6]"
"868",126,167,"30",52,8,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,1,2,60,10,25.2631578947368,10,10,5.154,"(3,6]"
"869",126,167,"30",52,8,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,10,25.2631578947368,10,10,5.154,"(3,6]"
"870",126,167,"30",52,8,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",2,"A pie + Publico + NA","Publico",1,1,0,0,1,30,10,25.2631578947368,10,10,5.154,"(3,6]"
"871",126,169,"30",3,8,10,10,"1899-12-31 05:40:00","1899-12-31 06:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,25.2631578947368,10,10,4.297,"(3,6]"
"875",126,181,"30",138,8,10,10,"1899-12-31 07:30:00","1899-12-31 08:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,11,25.2631578947368,10,10,6.232,"(6,9]"
"879",126,189,"30",136,8,10,10,"1899-12-31 06:05:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,11,25.2631578947368,10,10,7.352,"(6,9]"
"880",126,189,"30",136,8,10,10,"1899-12-31 06:00:00","1899-12-31 06:55:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,11,25.2631578947368,10,10,7.352,"(6,9]"
"881",126,189,"30",136,8,10,10,"1899-12-31 06:30:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,11,25.2631578947368,10,10,7.352,"(6,9]"
"882",126,189,"30",136,8,10,10,"1899-12-31 07:15:00","1899-12-31 08:00:00",2,"A pie + Publico + Publico","Publico",1,1,0,0,1,45,11,25.2631578947368,10,10,7.352,"(6,9]"
"883",126,194,"30",134,8,10,10,"1899-12-31 06:50:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,70,12,25.2631578947368,10,10,8.489,"(6,9]"
"884",126,196,"30",114,8,10,10,"1899-12-31 07:00:00","1899-12-31 07:50:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,50,11,25.2631578947368,10,10,9.034,"(9,12]"
"885",126,201,"30",132,8,10,10,"1899-12-31 05:30:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,12,25.2631578947368,10,10,8.345,"(6,9]"
"886",126,201,"30",132,8,10,10,"1899-12-31 05:55:00","1899-12-31 07:00:00",3,"A pie + Publico + A pie","Publico",1,1,0,1,2,65,12,25.2631578947368,10,10,8.345,"(6,9]"
"887",126,203,"30",115,8,10,10,"1899-12-31 06:15:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,75,12,25.2631578947368,10,10,9.257,"(9,12]"
"889",126,239,"30",58,8,10,10,"1899-12-31 06:30:00","1899-12-31 07:30:00",1,"A pie + Publico + Publico","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,8.579,"(6,9]"
"890",126,241,"30",71,8,10,10,"1899-12-31 06:15:00","1899-12-31 07:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,1,2,45,14,25.2631578947368,10,10,9.135,"(9,12]"
"891",126,245,"30",56,8,10,10,"1899-12-31 05:15:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,14,25.2631578947368,10,10,7.124,"(6,9]"
"892",126,247,"30",65,8,10,10,"1899-12-31 07:00:00","1899-12-31 07:55:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,14,25.2631578947368,10,10,7.755,"(6,9]"
"893",126,247,"30",65,8,10,10,"1899-12-31 08:00:00","1899-12-31 08:55:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,14,25.2631578947368,10,10,7.755,"(6,9]"
"894",126,247,"30",65,8,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,7.755,"(6,9]"
"895",126,252,"30",53,8,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,25.2631578947368,10,10,5.66,"(3,6]"
"896",126,252,"30",53,8,10,10,"1899-12-31 17:30:00","1899-12-31 18:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,14,25.2631578947368,10,10,5.66,"(3,6]"
"898",126,258,"30",77,8,10,10,"1899-12-31 06:50:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,70,14,25.2631578947368,10,10,10.044,"(9,12]"
"899",126,258,"30",77,8,10,10,"1899-12-31 05:30:00","1899-12-31 06:30:00",3,"Publico + A pie + Publico","Publico",1,1,0,1,2,60,14,25.2631578947368,10,10,10.044,"(9,12]"
"900",126,268,"30",84,8,10,10,"1899-12-31 08:00:00","1899-12-31 09:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,15,25.2631578947368,10,10,8.524,"(6,9]"
"901",126,268,"30",84,8,10,10,"1899-12-31 05:00:00","1899-12-31 05:40:00",1,"Publico + Publico + NA","Publico",0,1,0,0,1,40,15,25.2631578947368,10,10,8.524,"(6,9]"
"902",126,271,"30",81,8,10,10,"1899-12-31 05:00:00","1899-12-31 06:05:00",2,"A pie + Publico + Publico","Publico",1,1,0,1,2,65,15,25.2631578947368,10,10,11.08,"(9,12]"
"903",126,271,"30",81,8,10,10,"1899-12-31 06:20:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,70,15,25.2631578947368,10,10,11.08,"(9,12]"
"906",126,274,"30",78,8,10,10,"1899-12-31 12:00:00","1899-12-31 13:00:00",1,"A pie + Publico + Publico","Publico",1,1,0,0,1,60,15,25.2631578947368,10,10,13.035,"(12,15]"
