"","SIT_O","SIT_D","IdSito","IdSitd","IdComunao","IdMunicipioo.x","IdMunicipiod.x","Horao","Horad","MedioTTE2","Medios3","Medio_reg","dpie","dpub","dpri","Multimode","Number_modes","minutos","IdComunad","PrimeroDeFactorExpansion","IdMunicipiod.y","IdMunicipioo.y","dist","distance_bin"
"7",100,111,"172",168,6,10,10,"1899-12-31 06:40:00","1899-12-31 07:05:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,25,6,91.5384615384615,10,10,2.155,"[0,3]"
"8",100,158,"172",11,6,10,10,"1899-12-31 06:20:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,91.5384615384615,10,10,7.323,"(6,9]"
"9",100,159,"172",12,6,10,10,"1899-12-31 06:20:00","1899-12-31 06:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,10,91.5384615384615,10,10,7.939,"(6,9]"
"11",100,167,"172",52,6,10,10,"1899-12-31 04:00:00","1899-12-31 05:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,10,91.5384615384615,10,10,11.348,"(9,12]"
"12",100,167,"172",52,6,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,10,91.5384615384615,10,10,11.348,"(9,12]"
"13",100,167,"172",52,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:50:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,50,10,91.5384615384615,10,10,11.348,"(9,12]"
"14",100,167,"172",52,6,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,10,91.5384615384615,10,10,11.348,"(9,12]"
"15",100,169,"172",3,6,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,91.5384615384615,10,10,8.412,"(6,9]"
"16",100,169,"172",3,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:15:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,91.5384615384615,10,10,8.412,"(6,9]"
"17",100,169,"172",3,6,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,91.5384615384615,10,10,8.412,"(6,9]"
"18",100,169,"172",3,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,91.5384615384615,10,10,8.412,"(6,9]"
"19",100,170,"172",4,6,10,10,"1899-12-31 07:00:00","1899-12-31 07:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,91.5384615384615,10,10,8.542,"(6,9]"
"20",100,170,"172",4,6,10,10,"1899-12-31 14:00:00","1899-12-31 14:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,91.5384615384615,10,10,8.542,"(6,9]"
"21",100,180,"172",140,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,91.5384615384615,10,10,7.812,"(6,9]"
"22",100,180,"172",140,6,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,91.5384615384615,10,10,7.812,"(6,9]"
"23",100,183,"172",137,6,10,10,"1899-12-31 05:10:00","1899-12-31 05:50:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,40,11,91.5384615384615,10,10,8.868,"(6,9]"
"25",100,192,"172",144,6,10,10,"1899-12-31 04:00:00","1899-12-31 04:45:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,45,11,91.5384615384615,10,10,9.719,"(9,12]"
"27",100,264,"172",368,6,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,15,91.5384615384615,10,10,10.847,"(9,12]"
"28",100,264,"172",368,6,10,10,"1899-12-31 07:20:00","1899-12-31 08:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,40,15,91.5384615384615,10,10,10.847,"(9,12]"
"29",100,268,"172",84,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:30:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,15,91.5384615384615,10,10,12.003,"(12,15]"
"30",100,272,"172",80,6,10,10,"1899-12-31 10:00:00","1899-12-31 11:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,15,91.5384615384615,10,10,12.866,"(12,15]"
"31",100,272,"172",80,6,10,10,"1899-12-31 09:00:00","1899-12-31 10:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,15,91.5384615384615,10,10,12.866,"(12,15]"
"32",100,274,"172",78,6,10,10,"1899-12-31 05:00:00","1899-12-31 06:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,15,91.5384615384615,10,10,15.329,"(15,18]"
"33",100,57,"172",334,6,10,10,"1899-12-31 05:40:00","1899-12-31 06:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,2,91.5384615384615,10,10,4.824,"(3,6]"
"36",100,78,"172",159,6,10,10,"1899-12-31 04:30:00","1899-12-31 05:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,6.529,"(6,9]"
"37",100,80,"172",189,6,10,10,"1899-12-31 05:30:00","1899-12-31 05:50:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,5,91.5384615384615,10,10,1.572,"[0,3]"
"38",100,94,"172",178,6,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,3.593,"(3,6]"
"48",101,155,"174",6,6,10,10,"1899-12-31 07:30:00","1899-12-31 08:15:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,91.5384615384615,10,10,11.134,"(9,12]"
"49",101,157,"174",51,6,10,10,"1899-12-31 05:15:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,91.5384615384615,10,10,11.567,"(9,12]"
"50",101,159,"174",12,6,10,10,"1899-12-31 06:25:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,35,10,91.5384615384615,10,10,6.655,"(6,9]"
"51",101,164,"174",5,6,10,10,"1899-12-31 06:15:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,91.5384615384615,10,10,9.244,"(9,12]"
"52",101,166,"174",20,6,10,10,"1899-12-31 05:15:00","1899-12-31 06:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,45,10,91.5384615384615,10,10,10.288,"(9,12]"
"53",101,166,"174",20,6,10,10,"1899-12-31 05:00:00","1899-12-31 05:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,91.5384615384615,10,10,10.288,"(9,12]"
"54",101,167,"174",52,6,10,10,"1899-12-31 05:00:00","1899-12-31 05:40:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,40,10,91.5384615384615,10,10,11.523,"(9,12]"
"56",101,171,"174",17,6,10,10,"1899-12-31 08:00:00","1899-12-31 08:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,91.5384615384615,10,10,9.16,"(9,12]"
"58",101,181,"174",138,6,10,10,"1899-12-31 10:00:00","1899-12-31 10:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,91.5384615384615,10,10,8.704,"(6,9]"
"60",101,189,"174",136,6,10,10,"1899-12-31 08:00:00","1899-12-31 09:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,11,91.5384615384615,10,10,9.821,"(9,12]"
"61",101,192,"174",144,6,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,11,91.5384615384615,10,10,5.579,"(3,6]"
"62",101,193,"174",143,6,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,91.5384615384615,10,10,6.185,"(6,9]"
"65",101,270,"174",83,6,10,10,"1899-12-31 08:55:00","1899-12-31 10:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,65,15,91.5384615384615,10,10,13.014,"(12,15]"
"66",101,303,"174",98,6,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + Publico","Publico",1,1,0,0,1,60,16,91.5384615384615,10,10,10.692,"(9,12]"
"67",101,55,"174",211,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,4,91.5384615384615,10,10,5.921,"(3,6]"
"68",101,637,"174",157,6,10,10,"1899-12-31 08:30:00","1899-12-31 09:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,4.553,"(3,6]"
"69",101,65,"174",210,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,4,91.5384615384615,10,10,5.625,"(3,6]"
"70",101,73,"174",186,6,10,10,"1899-12-31 06:30:00","1899-12-31 06:45:00",2,"A pie + Publico + NA","Publico",1,1,0,0,1,15,5,91.5384615384615,10,10,3.037,"(3,6]"
"71",101,78,"174",159,6,10,10,"1899-12-31 10:00:00","1899-12-31 10:30:00",1,"Publico + A pie + Publico","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,6.704,"(6,9]"
"74",101,83,"174",184,6,10,10,"1899-12-31 06:20:00","1899-12-31 06:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,5,91.5384615384615,10,10,2.425,"[0,3]"
"77",101,94,"174",178,6,10,10,"1899-12-31 06:00:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,90,7,91.5384615384615,10,10,2.554,"[0,3]"
"78",101,94,"174",178,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,2.554,"[0,3]"
"79",101,95,"174",163,6,10,10,"1899-12-31 09:00:00","1899-12-31 09:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,3.092,"(3,6]"
"80",101,95,"174",163,6,10,10,"1899-12-31 05:20:00","1899-12-31 05:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,7,91.5384615384615,10,10,3.092,"(3,6]"
"81",101,95,"174",163,6,10,10,"1899-12-31 12:30:00","1899-12-31 13:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,3.092,"(3,6]"
"82",101,95,"174",163,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,3.092,"(3,6]"
"83",101,99,"174",157,6,10,10,"1899-12-31 08:30:00","1899-12-31 09:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,7.265,"(6,9]"
"95",102,155,"175",6,6,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,10,91.5384615384615,10,10,8.933,"(6,9]"
"96",102,155,"175",6,6,10,10,"1899-12-31 05:00:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,10,91.5384615384615,10,10,8.933,"(6,9]"
"98",102,164,"175",5,6,10,10,"1899-12-31 08:20:00","1899-12-31 09:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,91.5384615384615,10,10,7.043,"(6,9]"
"101",102,168,"175",13,6,10,10,"1899-12-31 07:25:00","1899-12-31 07:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,25,10,91.5384615384615,10,10,5.469,"(3,6]"
"102",102,168,"175",13,6,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,10,91.5384615384615,10,10,5.469,"(3,6]"
"103",102,169,"175",3,6,10,10,"1899-12-31 06:15:00","1899-12-31 06:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,35,10,91.5384615384615,10,10,6.386,"(6,9]"
"104",102,169,"175",3,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,91.5384615384615,10,10,6.386,"(6,9]"
"105",102,171,"175",17,6,10,10,"1899-12-31 17:00:00","1899-12-31 18:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,10,91.5384615384615,10,10,6.959,"(6,9]"
"106",102,171,"175",17,6,10,10,"1899-12-31 05:45:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,75,10,91.5384615384615,10,10,6.959,"(6,9]"
"107",102,171,"175",17,6,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,10,91.5384615384615,10,10,6.959,"(6,9]"
"108",102,171,"175",17,6,10,10,"1899-12-31 05:30:00","1899-12-31 05:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,10,91.5384615384615,10,10,6.959,"(6,9]"
"110",102,181,"175",138,6,10,10,"1899-12-31 08:00:00","1899-12-31 09:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,11,91.5384615384615,10,10,6.829,"(6,9]"
"111",102,181,"175",138,6,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,11,91.5384615384615,10,10,6.829,"(6,9]"
"112",102,183,"175",137,6,10,10,"1899-12-31 05:00:00","1899-12-31 05:55:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,11,91.5384615384615,10,10,7.171,"(6,9]"
"114",102,189,"175",136,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,91.5384615384615,10,10,7.949,"(6,9]"
"115",102,189,"175",136,6,10,10,"1899-12-31 10:30:00","1899-12-31 11:15:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,11,91.5384615384615,10,10,7.949,"(6,9]"
"118",102,195,"175",135,6,10,10,"1899-12-31 07:00:00","1899-12-31 07:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,11,91.5384615384615,10,10,6.463,"(6,9]"
"121",102,217,"175",128,6,10,10,"1899-12-31 05:00:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,13,91.5384615384615,10,10,6.73,"(6,9]"
"124",102,247,"175",65,6,10,10,"1899-12-31 11:00:00","1899-12-31 12:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,91.5384615384615,10,10,12.124,"(12,15]"
"125",102,247,"175",65,6,10,10,"1899-12-31 06:00:00","1899-12-31 07:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,80,14,91.5384615384615,10,10,12.124,"(12,15]"
"126",102,247,"175",65,6,10,10,"1899-12-31 04:30:00","1899-12-31 06:00:00",6,"A pie + Publico + A pie","Publico",1,1,0,0,1,90,14,91.5384615384615,10,10,12.124,"(12,15]"
"127",102,252,"175",53,6,10,10,"1899-12-31 04:00:00","1899-12-31 05:20:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,80,14,91.5384615384615,10,10,10.058,"(9,12]"
"130",102,259,"175",54,6,10,10,"1899-12-31 18:00:00","1899-12-31 19:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,90,14,91.5384615384615,10,10,13.058,"(12,15]"
"132",102,264,"175",368,6,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,15,91.5384615384615,10,10,9.15,"(9,12]"
"133",102,309,"175",107,6,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,16,91.5384615384615,10,10,8.104,"(6,9]"
"134",102,309,"175",107,6,10,10,"1899-12-31 04:30:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,90,16,91.5384615384615,10,10,8.104,"(6,9]"
"138",102,75,"175",181,6,10,10,"1899-12-31 20:30:00","1899-12-31 21:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,5,91.5384615384615,10,10,3.461,"(3,6]"
"139",102,78,"175",159,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:10:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,7,91.5384615384615,10,10,4.503,"(3,6]"
"149",103,105,"177",165,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,1.832,"[0,3]"
"150",103,111,"177",168,6,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,6,91.5384615384615,10,10,1.324,"[0,3]"
"151",103,123,"177",37,6,10,10,"1899-12-31 07:30:00","1899-12-31 09:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,90,9,91.5384615384615,10,10,9.909,"(9,12]"
"152",103,155,"177",6,6,10,10,"1899-12-31 11:00:00","1899-12-31 11:30:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,30,10,91.5384615384615,10,10,8.359,"(6,9]"
"153",103,155,"177",6,6,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,91.5384615384615,10,10,8.359,"(6,9]"
"154",103,155,"177",6,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,91.5384615384615,10,10,8.359,"(6,9]"
"155",103,155,"177",6,6,10,10,"1899-12-31 05:30:00","1899-12-31 06:00:00",5,"Publico + NA + NA","Publico",0,1,0,0,1,30,10,91.5384615384615,10,10,8.359,"(6,9]"
"156",103,157,"177",51,6,10,10,"1899-12-31 06:30:00","1899-12-31 06:50:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,20,10,91.5384615384615,10,10,8.792,"(6,9]"
"157",103,157,"177",51,6,10,10,"1899-12-31 07:20:00","1899-12-31 08:00:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,40,10,91.5384615384615,10,10,8.792,"(6,9]"
"158",103,157,"177",51,6,10,10,"1899-12-31 07:00:00","1899-12-31 07:40:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,40,10,91.5384615384615,10,10,8.792,"(6,9]"
"159",103,167,"177",52,6,10,10,"1899-12-31 05:30:00","1899-12-31 07:10:00",3,"A pie + Publico + A pie","Publico",1,1,0,0,1,100,10,91.5384615384615,10,10,8.748,"(6,9]"
"160",103,168,"177",13,6,10,10,"1899-12-31 14:00:00","1899-12-31 14:15:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,15,10,91.5384615384615,10,10,4.599,"(3,6]"
"161",103,171,"177",17,6,10,10,"1899-12-31 03:45:00","1899-12-31 05:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,75,10,91.5384615384615,10,10,6.385,"(6,9]"
"164",103,189,"177",136,6,10,10,"1899-12-31 07:00:00","1899-12-31 07:20:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,20,11,91.5384615384615,10,10,7.046,"(6,9]"
"165",103,189,"177",136,6,10,10,"1899-12-31 07:00:00","1899-12-31 07:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,11,91.5384615384615,10,10,7.046,"(6,9]"
"166",103,189,"177",136,6,10,10,"1899-12-31 10:30:00","1899-12-31 11:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,91.5384615384615,10,10,7.046,"(6,9]"
"167",103,189,"177",136,6,10,10,"1899-12-31 10:30:00","1899-12-31 11:00:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,30,11,91.5384615384615,10,10,7.046,"(6,9]"
"168",103,192,"177",144,6,10,10,"1899-12-31 07:00:00","1899-12-31 07:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,11,91.5384615384615,10,10,3.836,"(3,6]"
"169",103,192,"177",144,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,11,91.5384615384615,10,10,3.836,"(3,6]"
"170",103,193,"177",143,6,10,10,"1899-12-31 05:50:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,11,91.5384615384615,10,10,4.442,"(3,6]"
"172",103,254,"177",66,6,10,10,"1899-12-31 12:00:00","1899-12-31 12:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,14,91.5384615384615,10,10,11.188,"(9,12]"
"175",103,74,"177",182,6,10,10,"1899-12-31 06:30:00","1899-12-31 06:50:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,20,5,91.5384615384615,10,10,2.326,"[0,3]"
"176",103,75,"177",181,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,5,91.5384615384615,10,10,3.437,"(3,6]"
"177",103,75,"177",181,6,10,10,"1899-12-31 06:30:00","1899-12-31 06:50:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,20,5,91.5384615384615,10,10,3.437,"(3,6]"
"178",103,75,"177",181,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,5,91.5384615384615,10,10,3.437,"(3,6]"
"179",103,75,"177",181,6,10,10,"1899-12-31 06:30:00","1899-12-31 06:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,5,91.5384615384615,10,10,3.437,"(3,6]"
"180",103,75,"177",181,6,10,10,"1899-12-31 05:20:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,5,91.5384615384615,10,10,3.437,"(3,6]"
"181",103,75,"177",181,6,10,10,"1899-12-31 05:00:00","1899-12-31 06:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,5,91.5384615384615,10,10,3.437,"(3,6]"
"184",103,78,"177",159,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,7,91.5384615384615,10,10,3.929,"(3,6]"
"185",103,86,"177",161,6,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,5,91.5384615384615,10,10,2.046,"[0,3]"
"186",103,94,"177",178,6,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,91.5384615384615,10,10,1.294,"[0,3]"
"187",103,95,"177",163,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:15:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,15,7,91.5384615384615,10,10,1.832,"[0,3]"
"189",103,95,"177",163,6,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,7,91.5384615384615,10,10,1.832,"[0,3]"
"190",103,95,"177",163,6,10,10,"1899-12-31 06:00:00","1899-12-31 06:15:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,15,7,91.5384615384615,10,10,1.832,"[0,3]"
"200",104,105,"164",165,7,10,10,"1899-12-31 13:00:00","1899-12-31 13:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,71.8095238095238,10,10,0.897,"[0,3]"
"203",104,113,"164",166,7,10,10,"1899-12-31 05:00:00","1899-12-31 05:10:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,10,7,71.8095238095238,10,10,1.256,"[0,3]"
"205",104,115,"164",152,7,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,7,71.8095238095238,10,10,3.739,"(3,6]"
"206",104,144,"164",22,7,10,10,"1899-12-31 08:00:00","1899-12-31 08:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,10,71.8095238095238,10,10,8.678,"(6,9]"
"207",104,164,"164",5,7,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,71.8095238095238,10,10,7.471,"(6,9]"
"209",104,171,"164",17,7,10,10,"1899-12-31 06:00:00","1899-12-31 06:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,71.8095238095238,10,10,6.988,"(6,9]"
"210",104,171,"164",17,7,10,10,"1899-12-31 08:00:00","1899-12-31 08:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,71.8095238095238,10,10,6.988,"(6,9]"
"211",104,181,"164",138,7,10,10,"1899-12-31 08:00:00","1899-12-31 08:25:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,25,11,71.8095238095238,10,10,5.421,"(3,6]"
"214",104,182,"164",139,7,10,10,"1899-12-31 08:00:00","1899-12-31 08:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,11,71.8095238095238,10,10,5.064,"(3,6]"
"215",104,183,"164",137,7,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,71.8095238095238,10,10,7.27,"(6,9]"
"216",104,183,"164",137,7,10,10,"1899-12-31 08:30:00","1899-12-31 09:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,71.8095238095238,10,10,7.27,"(6,9]"
"217",104,183,"164",137,7,10,10,"1899-12-31 06:00:00","1899-12-31 07:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,80,11,71.8095238095238,10,10,7.27,"(6,9]"
"218",104,188,"164",142,7,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,71.8095238095238,10,10,5.51,"(3,6]"
"219",104,192,"164",144,7,10,10,"1899-12-31 05:30:00","1899-12-31 05:40:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,10,11,71.8095238095238,10,10,3.214,"(3,6]"
"220",104,193,"164",143,7,10,10,"1899-12-31 07:30:00","1899-12-31 07:50:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,20,11,71.8095238095238,10,10,3.82,"(3,6]"
"221",104,194,"164",134,7,10,10,"1899-12-31 05:30:00","1899-12-31 05:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,15,12,71.8095238095238,10,10,5.008,"(3,6]"
"223",104,200,"164",146,7,10,10,"1899-12-31 12:00:00","1899-12-31 13:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,12,71.8095238095238,10,10,3.461,"(3,6]"
"226",104,255,"164",67,7,10,10,"1899-12-31 18:00:00","1899-12-31 18:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,14,71.8095238095238,10,10,11.805,"(9,12]"
"228",104,264,"164",368,7,10,10,"1899-12-31 04:30:00","1899-12-31 05:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,15,71.8095238095238,10,10,9.249,"(9,12]"
