"k","tapriv2012","tapriv2012_percap"
"100",170.640656459276,0.653795618617917
"101",174.401733254557,0.668205874538533
"102",177.475658224585,0.679983364845153
"103",182.999790746962,0.701148623551578
"104",180.583841555571,0.691892113239734
"105",182.01467078313,0.697374217559885
"107",185.501082658491,0.710732117465482
"108",169.003470596934,0.647522875850323
"109",163.358177651973,0.625893400965414
"110",158.99464663446,0.609174891319769
"111",170.487121823122,0.653207363306979
"112",171.403409288833,0.656718043252235
"113",172.745311462953,0.66185943089254
"115",176.398806542211,0.67585749633031
"116",176.467638163773,0.676121219018288
"117",167.588033496009,0.642099745195436
"118",169.446657598927,0.649220910340718
"119",159.212844378593,0.610010898002274
"120",170.913696753703,0.654841750014189
"121",173.975239680923,0.666571799543768
"122",173.483213704053,0.664686642544266
"123",180.733613996975,0.692465954011399
"124",179.760890603574,0.688739044458137
"125",162.866895663406,0.624011094495809
"126",172.735911011689,0.661823413837887
"127",180.882684487633,0.693037105316602
"128",184.653954176276,0.70748641446849
"129",188.069368306781,0.720572292363144
"130",184.022501116667,0.705067054086847
"131",184.518568434671,0.706967695151997
"132",180.175696062372,0.690328337403723
"133",191.07493207671,0.732087862362873
"134",187.554398534115,0.718599228100059
"135",190.102442480638,0.728361848584818
"136",193.993023205611,0.743268288144103
"137",192.117132939796,0.736080969117992
"138",181.250970453893,0.694448162658595
"139",194.492649497483,0.745182565124455
"140",194.673696697224,0.745876232556413
"141",198.567012098419,0.760793149802371
"142",198.368692516713,0.760033304661735
"143",199.006533489877,0.762477139807958
"144",196.821230035661,0.754104329638549
"145",194.282491241153,0.744377361077214
"146",191.73915441315,0.734632775529312
"148",177.149878779923,0.67873516773917
"149",198.188335252341,0.75934228066031
"150",200.902051494699,0.769739660899228
"151",200.499486256877,0.768197265352018
"152",200.534118053555,0.768329954228179
"153",204.088163799532,0.781946987737672
"154",203.225883599301,0.778643232181232
"155",202.9523510039,0.777595214574331
"156",200.154967730514,0.766877270998139
"157",197.94052840147,0.758392829124407
"158",194.805263743874,0.746380320857755
"159",199.63397069162,0.764881113760995
"16",156.934889617477,0.601283101982669
"160",199.270254609656,0.763487565554239
"161",201.714508404136,0.77285252262121
"162",206.270331109943,0.790307782030433
"163",207.274026848633,0.794153359573308
"164",207.107966974906,0.793517114846381
"165",205.087210698226,0.785774753633051
"166",199.520803209664,0.764447521876108
"167",200.46133806002,0.768051103678236
"168",199.473735014401,0.76426718396322
"169",203.071876251361,0.778053165714028
"17",169.884426257791,0.650898184895749
"170",206.408254539381,0.790836224288815
"171",205.640886271127,0.787896115981329
"172",202.898280952145,0.777388049625076
"173",202.578034937701,0.776161053401155
"174",200.596645026505,0.768569521174348
"175",205.702195456918,0.788131017076315
"176",204.373267778495,0.783039340147491
"177",206.01339082799,0.789323336505709
"178",203.24639546662,0.778721821711188
"179",203.458552076837,0.779534682286733
"18",176.205318904348,0.675116164384475
"180",200.086151289075,0.766613606471552
"181",200.449060737944,0.768004064130054
"182",200.871616697808,0.769623052482024
"183",200.282799413255,0.767367047560364
"184",201.589640003719,0.772374099631109
"185",195.36802996077,0.748536513259656
"186",195.901677527955,0.750581139953849
"187",196.821040271879,0.754103602574247
"188",195.559939883757,0.749271800320909
"189",200.222569701487,0.767136282381177
"19",176.190262603323,0.675058477407367
"190",199.978985312987,0.76620300886202
"191",198.782865442786,0.761620174110293
"192",193.702548830932,0.742155359505487
"193",196.54004767938,0.753027002602987
"194",195.233984916331,0.748022930713913
"195",196.427449457588,0.752595591791523
"196",196.201811429104,0.751731078272429
"197",194.938968360749,0.746892599083331
"198",196.054920505909,0.751168277800419
"199",185.742785742167,0.711658182920181
"20",178.692033596131,0.684643806881728
"200",189.875125592788,0.727490902654361
"201",186.57616122679,0.714851192439808
"202",195.203515181184,0.747906188433653
"203",190.438593118243,0.729649782062235
"204",183.514165919899,0.703119409654786
"205",181.105569672557,0.693891071542365
"206",189.218749682297,0.724976052422595
"207",187.71523704294,0.719215467597473
"208",188.534998934464,0.722356317756568
"209",187.674922974937,0.719061007566807
"21",179.554275239907,0.687947414712288
