"k","tapub2012","tapub2012_percap"
"100",220.292753252166,0.84403353736462
"101",260.711711083512,0.998895444764413
"102",216.999726344362,0.831416576032036
"103",244.073774762651,0.935148562309007
"104",833.16298182572,3.19219533266559
"105",324.657797131685,1.24389960586852
"107",283.493196504742,1.08618082952008
"108",252.999986915518,0.969348608871716
"109",210.611680400116,0.806941304215005
"110",196.013159069091,0.751008272295366
"111",244.031010247615,0.934984713592394
"112",360.368818877825,1.38072344397634
"113",274.319227718826,1.05103152382692
"115",218.07060712595,0.835519567532376
"116",3.03856761658191,0.0116420215194709
"117",2047.98462546454,7.84668438875304
"118",462.946521098406,1.77374146014715
"119",241.642945362782,0.925835039704147
"120",542.563575884729,2.07878764706793
"121",260.584768193958,0.998409073540068
"122",382.107119463147,1.46401195196608
"123",350.349497563181,1.34233523970567
"124",292.234623569404,1.11967288723909
"125",0.0834522243309515,0.000319740323107094
"126",350.853807633494,1.34426746219729
"127",5501.08617997817,21.0769585439776
"128",366.279738460437,1.40337064544229
"129",411.106719292045,1.57512152985458
"130",344.953310813149,1.3216601946864
"131",379.226667442204,1.45297573732645
"132",330.239624963495,1.26528591940036
"133",475.74686054637,1.82278490630793
"134",1925.97007983118,7.37919570816544
"135",611.858223718865,2.34428438206462
"136",475.408329824465,1.82148785373358
"137",441.61642750474,1.6920169636197
"138",297.648117376682,1.14041424282254
"139",444.370700233845,1.70256973269672
"140",970.928727192344,3.72003343751856
"141",479.838208684059,1.83846056967072
"142",835.906276874478,3.20270604166467
"143",1006.07768414152,3.85470377065715
"144",575.764820727603,2.20599548171495
"145",554.212382690789,2.12341909076931
"146",3924.9331264598,15.0380579557847
"148",215.05245884197,0.823955781003715
"149",5777.88783790454,22.1375012946534
"150",571.063010329999,2.18798088249042
"151",1740.19439677486,6.66741148189603
"152",1770.13897718872,6.78214167505259
"153",875.781389455892,3.35548425078886
"154",797.192208097627,3.05437627623612
"155",2997.32402474303,11.4840000948009
"156",859.373281459603,3.29261793662683
"157",595.286841758902,2.28079249716055
"158",545.366947318583,2.08952853378767
"159",623.687284724628,2.38960645488363
"16",242.268300367226,0.928231035889755
"160",634.309583885308,2.4303049191008
"161",641.243800731624,2.45687279973802
"162",966.034044883331,3.70127986545338
"163",1089.36975293399,4.17383047101146
"164",859.439243939733,3.29287066643576
"165",719.854615769267,2.75806366195122
"166",696.425726689935,2.66829780340971
"167",649.13217335361,2.48709644963069
"168",579.808221406779,2.22148743834015
"169",668.61625685135,2.56174811054157
"17",712.122491701944,2.72843866552469
"170",818.233850900109,3.13499559731843
"171",678.592181349265,2.59997004348377
"172",646.842552976998,2.47832395776628
"173",605.531073759226,2.32004242819627
"174",580.886313077853,2.22561805776955
"175",642.984408277953,2.4635417941684
"176",610.514464956312,2.33913588105867
"177",578.451599363705,2.2162896527345
"178",557.356213194713,2.13546441837055
"179",624.054681870459,2.39101410678337
"18",282.850781494008,1.0837194693257
"180",524.504453739926,2.00959560819895
"181",672.459907903612,2.57647474292572
"182",574.144143586898,2.1997859907544
"183",618.977185731355,2.37156009858757
"184",467.56008289137,1.79141794211253
"185",442.996943260389,1.69730629601682
"186",431.402748685019,1.65288409457862
"187",370.176536221109,1.41830090506172
"188",474.506013557164,1.81803070328415
"189",569.279564379781,2.18114775624437
"19",371.602670632479,1.42376502158038
"190",459.535452047218,1.76067223006597
"191",382.703975245416,1.46629875572956
"192",368.999586736718,1.41379152006405
"193",701.203774773696,2.68660450104864
"194",452.113798220806,1.73223677479236
"195",454.680948625,1.74207260009578
"196",388.622952437466,1.48897682926232
"197",403.01268821584,1.54410991653579
"198",387.33092323459,1.48402652580303
"199",348.355627970262,1.33469589260637
"20",343.466694873204,1.3159643481732
"200",3781.84947955371,14.4898447492479
"201",504.886774813124,1.93443208740661
"202",384.691437804653,1.4739135548071
"203",347.311432211465,1.33069514257266
"204",329.598940020839,1.26283118781931
"205",613.118448918905,2.34911283110691
"206",322.219666884528,1.23455811066869
"207",368.173113737835,1.41062495684994
"208",497.323942153748,1.90545571706417
"209",409.098475698836,1.56742710995723
"21",3050.61870455447,11.6881942703236
"210",361.850622618656,1.38640085294504
"211",1029.03360222643,3.94265747979476
"212",328.969747233772,1.26042048748572
"213",278.78250275225,1.06813219445306
"214",241.716167843574,0.926115585607565
"215",0.857754329526336,0.00328641505565646
"216",503.812281189364,1.93031525359909
"217",396.859773373322,1.52053553016598
"218",574.590637701755,2.2014966961753
"219",3145.49785762361,12.0517159295924
"22",424.300717307175,1.62567324638764
"220",310.550486251122,1.18984860632614
"221",316.1912253079,1.2114606333636
"222",377.179109523759,1.44513068783049
"223",365.253930739436,1.39944034766067
"225",432.023376414968,1.65526197860141
"226",300.27150477928,1.1504655355528
"227",536.214427737409,2.05446140895559
"229",280.571358600666,1.07498604827842
"230",256.917927087362,0.984359873897938
"231",241.209431463998,0.924174066911869
"232",239.323086616739,0.916946692018157
"233",198.39491845035,0.760133787166092
"234",304.702321524672,1.16744184492211
"235",298.138915542348,1.14229469556455
"236",225.305804423746,0.863240629976038
"237",211.836535785481,0.811634236725982
"238",233.180173886659,0.893410627918233
"239",348.803140892082,1.33641050150223
"240",354.884171455963,1.35970946917993
"241",9.49240811989749,0.0363693797697222
"242",256.664059495538,0.983387201132328
"243",271.284231571626,1.03940318609818
"244",275.46470408501,1.05542032216479
"245",336.710327101729,1.29007788161582
"246",381.571730323462,1.46196065258031
"247",531.434441497966,2.03614728543282
"248",423.369849947905,1.62210670478125
"249",327.420049175499,1.25448294703256
"250",292.532903374697,1.12081572174213
"251",313.261123078714,1.20023418804105
"252",547.615580939187,2.09814398827275
"253",400.20294011472,1.53334459814069
"254",550.533628169202,2.10932424585901
"255",554.317759438127,2.12382283309627
"256",484.966981920391,1.85811104184058
"257",358.084187450925,1.37197006686178
"258",322.244212217199,1.23465215408888
"259",420.574577867739,1.61139685006797
"260",477.002372165067,1.8275952956516
"261",446.965458524637,1.71251133534344
"263",366.433156330115,1.40395845337209
"264",574.263752594344,2.20024426281358
"268",424.240880051442,1.62544398487142
"270",395.950036352079,1.51704994770911
"271",407.919282795429,1.5629091294844
"272",520.962892510405,1.99602640808584
"273",1971.08172211959,7.55203724950035
"274",389.151062940888,1.49100024115283
"279",463.420390348398,1.77555705114329
"283",351.582098626095,1.34705784914213
"284",1319.39726958881,5.05516195244755
"285",293.701553730827,1.12529330931351
"288",380.566423071346,1.4581089006565
"289",331.709104537242,1.27091610933809
"293",421.3443468744,1.6143461566069
"294",408.556605624723,1.56535097940507
"295",385.155372588372,1.47569108271407
"296",289.320372435266,1.10850717408148
"297",468.299441190401,1.79425073253027
"30",295.649473034167,1.13275660166348
"303",371.268926339127,1.42248630781275
"304",317.194996247143,1.2153064990312
"305",350.320630795071,1.34222463906158
"309",626.637760010603,2.40091095789503
"31",274.445830025517,1.05151659013608
"312",346.186690129993,1.32638578593867
"313",342.040395104234,1.31049959810051
"314",407.026213609322,1.55948740846484
"315",492.274003012117,1.88610729123416
"32",295.191004482229,1.13100001717329
"321",4.25906827575026,0.0163182692557481
"322",0.24806414606471,0.000950437341244099
"33",378.389552935699,1.44976840205249
"34",356.07307988242,1.364264673879
"35",519.085352142389,1.98883276682908
"36",450.603791166746,1.72645130715229
"37",416.577824788191,1.59608361987813
"38",0,0
"416",0,0
"42",301.168420600431,1.15390199463767
"43",282.008386475147,1.08049190220363
"44",1459.13784033613,5.59056643806948
"45",1384.35802147544,5.30405372212811
"46",389.068899454398,1.4906854385226
"47",400.506944703053,1.53450936667836
"48",512.496783942439,1.96358921050743
"49",821.04477768043,3.14576543172578
"53",308.517500316642,1.18205938818637
"54",524.585246670691,2.00990515965782
"55",550.414906259564,2.10886937264201
"56",308.765804674223,1.18301074587825
"57",324.446238030457,1.24308903459945
"58",0,0
"59",316.691269567716,1.2133765117537
"60",305.268789526015,1.16961222040619
"600",611.120245828091,2.3414568805674
"602",0,0
"61",2439.18800439915,9.34554790957529
"62",357.796471458242,1.37086770673656
"622",0,0
"63",509.262365596401,1.95119680305134
"637",319.255555617854,1.22320136252051
"64",465.682830029063,1.7842254024102
"65",585.820934292985,2.24452465246354
"66",2288.28198749484,8.76736393676184
"67",957.669913527339,3.66923338516222
"68",4757.18359598651,18.2267570727452
"69",527.741813197839,2.02199928428291
"7",261.461476774863,1.00176811024852
"70",452.325694403758,1.73304863756229
"71",347.315744869471,1.33071166616656
"72",341.40364138711,1.30805992868624
"73",323.531196207887,1.23958312723329
"74",307.06181574679,1.17648205266969
"75",611.992568142716,2.34479911165791
"78",372.379471354569,1.42674126955774
"79",303.599944147455,1.16321817681017
"80",348.393847858725,1.33484232896063
"81",325.909398500616,1.24869501341232
"82",328.902169694077,1.26016156970911
"83",361.802910446541,1.3862180476879
"84",384.434375056764,1.47292864006423
"85",428.401744794812,1.64138599538242
"86",412.127086164393,1.57903098147277
"87",411.751676652325,1.57759263085182
"88",275.503612830972,1.05556939781982
"89",276.524359902212,1.05948030613874
"90",274.808385886438,1.05290569305148
"91",295.027448112705,1.13037336441649
"92",225.274085056936,0.863119099835004
"93",247.928304177591,0.949916874243643
"94",504.443910062974,1.9327352875976
"95",283.424080518218,1.08591601731118
"96",341.733218723735,1.30932267710243
"97",327.985166246101,1.25664814653678
"98",334.1550186953,1.28028742795134
"99",319.79160504198,1.22525519173172
