"k","tapub2012","tapub2012_percap"
"100",126.115449972719,0.483200957749881
"101",138.499054849871,0.530647719731305
"102",124.851861280975,0.478359621766189
"103",139.447462825402,0.534281466763992
"104",179.088939565152,0.686164519406711
"105",172.328119659547,0.660260994864166
"107",157.950790131848,0.605175441118193
"108",139.694578945992,0.535228271823723
"109",121.207944904503,0.46439825633909
"110",113.43947216225,0.434633992958812
"111",140.817917325161,0.539532250287973
"112",143.638448549886,0.550338883332897
"113",150.716100216616,0.577456322669026
"115",132.639115329995,0.508195844176226
"116",0.588982406407103,0.00225663757244101
"117",190.186198907248,0.728682754433899
"118",179.328636366934,0.687082897957601
"119",137.960820468708,0.528585519037196
"120",173.530865233064,0.664869215452351
"121",148.95940443825,0.570725687502872
"122",188.606576290811,0.722630560501193
"123",182.378788036759,0.698769302822833
"124",163.357081424394,0.625889200859749
"125",0.0140008101730923,5.36429508547596e-05
"126",174.034663207872,0.666799475892232
"127",221.065192636314,0.846993075234918
"128",189.117796512301,0.724589258667821
"129",194.049380902879,0.743484218018695
"130",181.685967949969,0.696114819731682
"131",186.422675139323,0.714263123139168
"132",174.713730843202,0.669401267598477
"133",211.315207650848,0.80963681092279
"134",218.581484964564,0.837476953887217
"135",233.914167062307,0.896222862307691
"136",215.440734613349,0.825443427637353
"137",209.546630566084,0.802860653509899
"138",167.590687847402,0.642109915124147
"139",209.822323983326,0.803916950127687
"140",220.516043524686,0.844889055650138
"141",214.818820195301,0.823060613775099
"142",225.898119826325,0.865510037648756
"143",241.219293465791,0.924211852359351
"144",236.466336801113,0.906001290425722
"145",224.449736701672,0.859960677017899
"146",241.964620116544,0.927067510025074
"148",133.81752303761,0.512710816236053
"149",241.757997576258,0.926275852782597
"150",235.077261843226,0.90067916415029
"151",246.999880984482,0.946359697258551
"152",235.443018032172,0.902080528858897
"153",267.959075013999,1.026663122659
"154",256.747429445901,0.983706626229505
"155",266.9808669492,1.02291519903908
"156",227.892932266722,0.873152997190506
"157",225.446543022424,0.863779858323464
"158",231.739666048317,0.887891440798149
"159",246.275768417594,0.943585319607641
"16",135.478696127864,0.519075464091435
"160",247.200464977269,0.947128218303714
"161",246.166377854597,0.943166198676616
"162",271.720092638806,1.04107315187282
"163",288.458250365677,1.10520402438957
"164",278.860441142682,1.06843080897579
"165",266.179953022376,1.01984656330412
"166",256.860209582027,0.984138734030757
"167",241.858305383175,0.926660173881896
"168",236.839510945933,0.9074310764212
"169",253.712888219008,0.972080031490452
"17",148.582448063704,0.569281410205762
"170",273.59061201025,1.04823989275958
"171",257.865522870942,0.987990509084067
"172",256.676129663254,0.983433446985646
"173",250.315297853843,0.959062443884454
"174",237.590124229131,0.910306989383644
"175",249.720617625952,0.956783975578358
"176",248.728729876862,0.952983639374949
"177",243.543475301356,0.933116763606728
"178",238.307428289781,0.913055280803759
"179",249.723781294523,0.956796096913881
"18",154.062627323941,0.590278265608968
"180",224.434965040756,0.859904080615925
"181",248.538337224963,0.952254165612886
"182",236.004164514447,0.904230515381024
"183",241.498369765914,0.925281110214232
"184",210.251247670527,0.805560335902403
"185",207.22310206,0.793958245440614
"186",202.164844294739,0.77457794748942
"187",188.463923793556,0.722083999209028
"188",217.145611910152,0.831975524559968
"189",231.578684954611,0.88727465499851
"19",175.267428348057,0.67152271397723
"190",209.058271049287,0.80098954425014
"191",190.343111296006,0.729283951325692
"192",184.978060271765,0.708728200274962
"193",229.507167115212,0.879337805039127
"194",208.347233043161,0.798265260701768
"195",207.96145417995,0.796787180766093
"196",191.091180895058,0.732150118371869
"197",193.23662702958,0.740370218504138
"198",189.438087227509,0.725816426159037
"199",175.828221395421,0.67367134634261
"20",170.763750265931,0.654267242398203
"200",233.963935638638,0.89641354650819
"201",218.005060162062,0.835268429739701
"202",191.495402733514,0.733698861047947
"203",178.482586065007,0.683841325919569
"204",168.938745088858,0.647274885397925
"205",184.012429316161,0.705028464812878
"206",172.887881941123,0.662405677935337
"207",188.20256513227,0.721082625027854
"208",218.547989040531,0.837348617013529
"209",197.049700144558,0.754979694040451
"21",198.683061921461,0.761237785139696
"210",188.396297283529,0.721824893806623
"211",195.054435959117,0.747335003674779
"212",171.063811851656,0.655416903646193
"213",157.013059205163,0.601582602318633
"214",143.979113636267,0.551644113548916
"215",0.088334538030194,0.000338446505862812
"216",198.707685947414,0.76133213006672
"217",194.196767180369,0.744048916399882
"218",236.505794678928,0.906152470034206
"219",240.431245300484,0.921192510729825
"22",189.977354753563,0.727882585262692
"220",170.549132291663,0.653444951309055
"221",170.77069064775,0.654293833899424
"222",185.31836596656,0.710032053511724
"223",183.005231920569,0.701169470960033
"225",153.212073550037,0.587019438889032
"226",162.659504763754,0.623216493347718
"227",157.885997645877,0.604927194045505
"229",156.566784904241,0.599872739096709
"230",146.728797143466,0.562179299400251
"231",137.553531328884,0.527025024248599
"232",130.509694769834,0.500037144712007
"233",124.505023779509,0.477030742450227
"234",166.314334277783,0.637219671562389
"235",164.747319157928,0.631215782214283
"236",128.484330059715,0.492277126665574
"237",121.081816808846,0.463915006930445
"238",135.561865871012,0.519394122111155
"239",176.282274527419,0.675411013515014
"240",178.631343453266,0.684411277598722
"241",1.77111837824493,0.0067858941695208
"242",142.77375129113,0.547025867015823
"243",153.377234530212,0.587652239579356
